	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
Included	In Orth 2011	Substrates	EcoCyc ID	Symbol	Name	Annotation	Function	Synth_Prob	Prob(>=1 transcript/gen)	KEIO LB	KEIO MM 24h	KEIO MM 48h 	Gen footprin LB	PEC database	Mutagen LB	Name	Function	Description	Function	GO-terms
Yes	No	['WATER // Protein-Ser-or-Thr-phosphate // Protein-L-serine-or-L-threonine // Pi', 'WATER // Protein-tyrosine-phosphates // Pi // Protein-Tyrosines']	G7011	pphA	protein phosphatase 1 modulates phosphoproteins	characterized	characterized	2.29857544004E-06	0.63	0.77	0.267	0.303	N	N	N	serine/threonine-specific protein phosphatase 1	Regulator; Not classified	Ser/Thr protein phosphatase 1; signals periplasmic protein misfolding; heat shock regulon	Stress response 	N/A
Yes	No	['WATER // Protein-Lysine-Aminocarbinol // Protein-L-lysine // D-LACTATE', 'PROTON // D-LACTATE // METHYL-GLYOXAL // WATER']	G7647	yhbO	protein involved in stress response	characterized	unknown	5.66730456382E-07	0.13	0.739	0.353	0.465	?	u	u	stress-resistance protein	Null	Stress-resistance protein, protease homolog	Stress response 	response to UV
Can add reaction	No	['WATER // Protein-Lysine-Aminocarbinol // Protein-L-lysine // D-LACTATE', 'WATER // CPD-8887 // GLYCOLLATE // PROTON']	G198	yajL	chaperone	characterized	unknown	0.0002224285	1.00	0.682	0.406	0.799	N	N	u	oxidative-stress-resistance chaperone	Null	Covalent chaperone for sulfenylated thiol proteins; confers resistance to oxidative stress, chaperone activity; mutant accumulates protein aggregates	Stress response chaperone 	protein refolding
Yes	No	['CPD-8624 // CPD-8625']	G7716	fkpA	peptidyl-prolyl cis-trans isomerase; in protein folding	characterized	characterized	8.60097703849E-05	1.00	0.68	0.217	0.101	N	N	N	FKBP-type peptidyl-prolyl cis-trans isomerase (rotamase)	Enzyme; Proteins - translation and modification	Periplasmic peptidylprolyl cis,trans isomerase; heat shock inducible; PPIase-independent chaperone activity, binds FK506	Stress response chaperone 	protein refolding
Can add reaction	No	['ATP // Chap-ADP-apo-SP-Complex // FeS-Cluster-Chaperones-ATP // D-form-FeS-Cluster-Scaffold-Proteins // ADP']	EG12130	hscA	chaperone for Fe-S cluster biosynthesis	characterized	characterized	4.87252641116E-05	1.00	0.43	0.198	0.166	E	N	u	DnaK-like molecular chaperone specific for IscU	Factor; Chaperones	DnaK-like chaperone Hsc66, IscU-specific chaperone HscAB; involved in FtsZ-ring formation	Sulfur metabolism 	cellular response to cold
Yes	Yes	['WATER // 3-SULFINOALANINE // PROTON // L-ALPHA-ALANINE // SO3', 'Unsulfurated-Sulfur-Acceptors // L-Cysteine-Desulfurase-persulfide // Cysteine-Desulfurase-L-cysteine // Sulfurated-Sulfur-Acceptors', 'CYS // Cysteine-Desulfurase-L-cysteine // L-Cysteine-Desulfurase-persulfide // L-ALPHA-ALANINE', 'Unsulfurated-Sulfur-Acceptors // CYS // L-ALPHA-ALANINE // Sulfurated-Sulfur-Acceptors', 'L-SELENOCYSTEINE // Donor-H2 // L-ALPHA-ALANINE // SE-2 // Acceptor // PROTON']	G6906	sufS	L-cysteine desulfurase	characterized	characterized	0.0001242042	1.00	0.858	0.336	0.349	N	N	N	cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent	Null	Cysteine desulfurase, stimulated by SufE; selenocysteine lyase	Sulfur metabolism 	selenium compound metabolic process
Can add reaction	No	['Donor-H2 // L-Cysteine-Desulfurase-persulfide // Carboxyadenylated-MPT-synthases // Thiocarboxylated-MPT-synthases // Cysteine-Desulfurase-L-cysteine // AMP // Acceptor // PROTON']	G6952	ynjE	molybdopterin synthase sulfurtransferase	characterized	unknown	1.94038354227E-06	0.44	0.689	0.422	0.56	N	N	u	molybdopterin synthase sulfurtransferase	Putative enzyme; Central intermediary metabolism: Sulfur metabolism	Molybdopterin synthase sulfurtransferase; IscS specificity factor for molybdenum cofactor biosynthesis; probable alternate MoaD transpersulfidase; weak thiosulfate:cyanide sulfurtransferase; rhodanese-like protein	Sulfur metabolism 	N/A
Can add reaction	Yes	['D-form-FeS-Cluster-Scaffold-Proteins // Persulfurated-L-cysteine-desulfurases // S-CD-Apo-SP-Complex']	G7324	iscU	scaffold protein for iron-sulfur cluster assembly	characterized	characterized	0.0002346099	1.00	0.388	0.164	0.147	E	u	u	iron-sulfur cluster assembly scaffold protein	Null	Iron-sulfur cluster assembly scaffold protein	Sulfur metabolism 	N/A
Yes	Yes	['CYS // Sulfur-Carrier-Proteins-ThiI // Sulfurylated-ThiI // L-ALPHA-ALANINE', 'Sulfur-Carrier-Proteins-ThiI // L-Cysteine-Desulfurase-persulfide // Cysteine-Desulfurase-L-cysteine // Sulfurylated-ThiI', 'Unsulfurated-Sulfur-Acceptors // L-Cysteine-Desulfurase-persulfide // Cysteine-Desulfurase-L-cysteine // Sulfurated-Sulfur-Acceptors', 'CYS // Cysteine-Desulfurase-L-cysteine // L-Cysteine-Desulfurase-persulfide // L-ALPHA-ALANINE', 'Unsulfurated-Sulfur-Acceptors // CYS // L-ALPHA-ALANINE // Sulfurated-Sulfur-Acceptors', 'CYS // L-Cysteine-Desulfurases // Persulfurated-L-cysteine-desulfurases // L-ALPHA-ALANINE']	G7325	iscS	cysteine desulfurase monomer	characterized	characterized	0.0002119252	1.00	0.329	0.028	0.023	E	u	u	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	Enzyme; tRNA modification	Cysteine desulfurase, PLP-dependent; used in synthesis of Fe-S clusters and 4-thiouridine; ThiI transpersulfidase; TusA transpersulfidase; YnjE transpersulfidase; MoaD transpersulfidase; pyridoxal phosphate cofactor linked to Lys206	Sulfur metabolism 	oxazole or thiazole biosynthetic process
Yes	Yes	['WATER // 3-SULFINOALANINE // PROTON // L-ALPHA-ALANINE // SO3']	G7454	csdA	cysteine sulfinate desulfinase	characterized	characterized	6.65205592329E-06	0.97	0.798	0.329	0.368	N	N	N	cysteine sulfinate desulfinase	Null	Cysteine desulfurase, stimulated by CsdE	Sulfur metabolism 	N/A
Yes	No	['ATP // N6-L-threonylcarbamoyladenine37-tRNAs // Cyclic-N6-threonylcarbamoyl-A37-tRNAs // ADP // Pi // PROTON']	G7456	tcdA	tRNA threonylcarbamoyladenosine dehydratase	characterized	characterized	6.46952107361E-06	0.88	N/A	N/A	N/A	N/A	N/A	N/A	tRNA threonylcarbamoyladenosine dehydratase; sulfur acceptor for CsdA	Putative enzyme; Not classified	tRNA threonylcarbamoyladenosine dehydratase; sulfur acceptor for CsdA, binds CsdE	Sulfur metabolism 	cyclic threonylcarbamoyladenosine biosynthetic process
Can add reaction	No	['ATP // Double-Stranded-DNAs // Negatively-super-coiled-DNAs // ADP // Pi']	EG10423	gyrA	DNA gyrase	characterized	characterized	8.84229347164E-05	1.00	N.A.	N.A.	N.A.	E	E	N	DNA gyrase (type II topoisomerase), subunit A	Enzyme; DNA - replication, repair, restriction/modification	DNA gyrase, subunit A; nalidixic acid resistance; cold shock regulon	Supercoiling 	DNA topological change
Can add reaction	No	['ATP // Double-Stranded-DNAs // Negatively-super-coiled-DNAs // ADP // Pi']	EG10424	gyrB	DNA gyrase	characterized	characterized	0.000051064	1.00	N.A.	N.A.	N.A.	X	E	u	DNA gyrase, subunit B	Enzyme; DNA - replication, repair, restriction/modification	DNA gyrase, subunit B; novobiocin, coumermycin resistance	Supercoiling 	DNA topological change
Can add reaction	No	['Negatively-super-coiled-DNAs // Relaxed-DNAs']	EG11013	topA	DNA topoisomerase I	characterized	characterized	5.25855555217E-05	1.00	N.A.	N.A.	N.A.	E	E	u	DNA topoisomerase I, omega subunit	Enzyme; DNA - replication, repair, restriction/modification	Topoisomerase I; omega protein	Supercoiling 	DNA strand elongation
Can add reaction	No	['Negatively-super-coiled-DNAs // Relaxed-DNAs']	EG11014	topB	DNA topoisomerase III	characterized	characterized	2.54177936023E-05	1.00	0.811	0.435	0.597	N	N	N	DNA topoisomerase III	Enzyme; DNA - replication, repair, restriction/modification	Topoisomerase III; mutR phenotype is decreased deletion formation between short repeats	Supercoiling 	chromosome separation
Can add reaction	No	['WATER // RNA-Holder // 23-cyclic-nucloetide-PO4 // 3-phosphooligoribonucleotides']	EG12096	chpB	ChpB toxin of the ChpB-ChpS toxin-antitoxin system	characterized	characterized	2.24953014702E-06	0.59	0.618	0.304	0.426	N	N	N	toxin of the ChpB-ChpS toxin-antitoxin system	Putative factor; Not classified	ChpB toxin and mRNA interferase, antitoxin is ChpS; reversible inhibitor of translation, by mRNA cleavage	Toxin/antitoxin 	negative regulation of cell growth
Can add reaction	No	['WATER // mRNAs // ssRNA-with-3phosphate // ssRNA-with-5OH']	G0-9121	yoeB	toxin of the YoeB-YefM toxin-antitoxin pair	characterized	unknown	1.20163664966E-05	1.00	0.714	0.219	0.124	-	u	u	toxin of the YoeB-YefM toxin-antitoxin system	Null	Toxin in the YefM-YoeB toxin/antitoxin pair; has in vitro RNase activity	Toxin/antitoxin 	mRNA cleavage
Can add reaction	No	['WATER // mRNAs // mRNA-Fragments']	G6109	yafQ	toxin of the YafQ-DinJ toxin-antitoxin system	characterized	unknown	1.72352093917E-05	1.00	0.714	0.164	0.18	?	N	u	mRNA interferase toxin of toxin-antitoxin pair YafQ/DinJ	Null	Translation inhibitor toxin of TA pair YafQ/DinJ; mRNA interferase	Toxin/antitoxin 	translational termination
Can add reaction	No	['WATER // mRNAs // mRNA-Fragments']	G6117	yafO	ribosome-dependent mRNA interferase	characterized	unknown	2.28447076638E-06	0.41	0.751	0.391	0.48	N	N	N	mRNA interferase toxin of the YafO-YafN toxin-antitoxin system	Null	mRNA interferase, toxin-antitoxin pair YafNO	Toxin/antitoxin 	N/A
Can add reaction	No	['WATER // YHAV-DEGRADATION-SUBSTRATE-MRNA // mRNA-Fragments']	G7629	yhaV	YhaV toxic endonuclease	characterized	unknown	1.95728741527E-05	1.00	0.778	0.329	0.379	N	u	u	toxin of the SohB(PrlF)-YhaV toxin-antitoxin system	Null	Toxin of the SohB(PrlF)-YhaV toxin-antitoxin pair; non-specific ribonuclease; autoregulator	Toxin/antitoxin 	negative regulation of cell growth
Can add reaction	No	['Nucleoside-Triphosphates // PPI // RNA-Holder']	EG10893	rpoA	RNA polymerase	characterized	characterized	0.0149907583	1.00	N.A.	N.A.	N.A.	X	E	u	RNA polymerase, alpha subunit	Enzyme; RNA synthesis, modification, DNA transcription	RNA polymerase, alpha subunit; binds Zn(II)	Transcription 	N/A
Can add reaction	No	['Nucleoside-Triphosphates // PPI // RNA-Holder']	EG10894	rpoB	RNA polymerase	characterized	characterized	0.002799479	1.00	N.A.	N.A.	N.A.	E	E	u	RNA polymerase, beta subunit	Enzyme; RNA synthesis, modification, DNA transcription	RNA polymerase, beta subunit; binds Zn(II)	Transcription 	N/A
Can add reaction	No	['Nucleoside-Triphosphates // PPI // RNA-Holder']	EG10895	rpoC	RNA polymerase	characterized	characterized	0.0028686019	1.00	N.A.	N.A.	N.A.	E	E	u	RNA polymerase, beta prime subunit	Enzyme; RNA synthesis, modification, DNA transcription	RNA polymerase, beta' subunit; binds Zn(II)	Transcription 	N/A
Can add reaction	No	['PROT-CYS // CPD-19181 // CPD-19185 // Protein-S-methyl-L-cysteine // PROTON', 'DNA-6-O-Methyl-Guanines // PROT-CYS // Protein-S-methyl-L-cysteine // DNA-Guanines', 'PROT-CYS // CPD-19186 // a-thymine-in-DNA // Protein-S-methyl-L-cysteine']	EG10029	ada	Ada DNA-binding transcriptional dual regulator	characterized	characterized	2.14527460083E-06	0.53	0.767	0.265	0.331	N	N	N	fused DNA-binding transcriptional dual regulator/O6-methylguanine-DNA methyltransferase	Enzyme; DNA - replication, repair, restriction/modification	O6-methylguanine-DNA methyltransferase, transcription factor; inducible; DNA repair against methylating and alkylating agents; binds Zn(II)	Transcription regulation 	DNA demethylation
Yes	No	['ATP // BIOTIN // BCCP-L-lysine // PPI // AMP // BCCP-biotin-L-lysine // PROTON', 'PROTON // ATP // BIOTIN // BIO-5-AMP // PPI']	EG10123	birA	bifunctional biotin-acetyl-CoA-carboxylase ligase and transcriptional repressor	characterized	characterized	9.6202969112E-06	1.00	N.A.	N.A.	N.A.	E	N	u	bifunctional biotin-[acetylCoA carboxylase] holoenzyme synthetase/ DNA-binding transcriptional repressor, bio-5'-AMP-binding	Enzyme; Biosynthesis of cofactors, carriers: Biotin	Bifunctional biotin protein ligase, biotin operon repressor; biotin-[acetyl-CoA carboxylase] holoenzyme synthase; monomeric	Transcription regulation 	N/A
Yes	No	['CPD-10551 // CPD0-2467', 'WATER // CPD0-2467 // CPD0-2468']	G6805	lsrG	Autoinducer 2-degrading protein	characterized	characterized	0.000002658	0.50	0.765	0.34	0.327	N	N	N	autoinducer-2 (AI-2) degrading protein LsrG	Enzyme; Degradation of small molecules: Carbon compounds	Autoinducer 2-degrading protein; ygiN paralog	Transcription regulation 	N/A
Can add catalyst	No	['WATER // GTP // PROTON // GDP // Pi']	EG10529	lepA	elongation factor 4	characterized	characterized	5.64373480126E-05	1.00	0.804	0.209	0.185	N	N	N	back-translocating elongation factor EF4, GTPase	Factor; Proteins - translation and modification	Back-translocating Elongation Factor EF4, GTPase; required for efficient and accurate protein synthesis	Translation 	response to salt stress
Can add catalyst	No	['WATER // GTP // PROTON // GDP // Pi']	EG10942	selB	selenocysteyl-tRNA-specific translation elongation factor	characterized	characterized	1.80367299341E-05	1.00	0.865	0.196	0.158	N	N	u	selenocysteinyl-tRNA-specific translation factor	Factor; Proteins - translation and modification	Elongation factor promoting selenocysteine incorporation; specific for selenocysteyl tRNA	Translation 	selenocysteine incorporation
Can add reaction	No	['N-Substituted-Aminoacyl-tRNA // WATER // tRNAs // N-Substituted-Amino-Acids // PROTON']	EG12354	arfB	peptidyl-tRNA hydrolase	characterized	characterized	5.50314622592E-06	0.84	0.854	0.315	0.379	N	u	u	alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached	Null	Alternative stalled-ribosome rescue factor B; peptidyl-tRNA hydrolase, ribosome-attached	Translation 	rescue of stalled ribosome
Yes	No	['S-ADENOSYLMETHIONINE // Release-factor-L-glutamine // Release-factor-N5-Methyl-L-glutamine // ADENOSYL-HOMO-CYS // PROTON']	EG12424	prmC	protein-(glutamine-N5) methyltransferase	characterized	characterized	4.90064138464E-06	0.94	N.A.	N.A.	N.A.	E	N	u	RF-1 and RF-2 N5-glutamine methyltransferase	Putative enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	Release factor (RF1, RF2) glutamine methyltransferase	Translation 	peptidyl-glutamine methylation
Can add catalyst	No	['WATER // GTP // PROTON // GDP // Pi']	G7319	der	50S ribosomal subunit stability factor	characterized	characterized	1.8479529739E-05	0.97	N.A.	N.A.	N.A.	E	u	u	GTPase; multicopy suppressor of ftsJ	Putative factor; Not classified	Multicopy suppressor of ftsJ, GTPase, ribosome biogenesis; depleted cells form filaments with defective chromosome segregation; Der-YhiI complex	Translation 	ribosomal large subunit assembly
Can add reaction	No	['WATER // mRNAs // mRNA-Fragments']	EG11131	relE	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system and cofactor to enhance the repressor activity of RelB	characterized	characterized	1.29714049558E-05	1.00	0.789	0.268	0.259	E	N	N	Qin prophage; toxin of the RelE-RelB toxin-antitoxin system	Phage or Prophage Related	Sequence-specific mRNA endoribonuclease, Qin prophage; toxin-antitoxin (TA) pair RelEB, RelE inhibitor of translation cleaves mRNA in A site; binds to its antitoxin RelB and to ribosomes; co-repressor of relB operon transcription; stress-induced	Translation regulation 	cellular response to amino acid starvation
Yes	Yes	['GLT-tRNAs // NADP // GLUTAMATE-1-SEMIALDEHYDE // Charged-GLT-tRNAs // NADPH // PROTON']	EG10427	hemA	HemA	characterized	characterized	0.00000462	0.78	N.A.	N.A.	N.A.	X	N	u	glutamyl-tRNA reductase	Enzyme; Biosynthesis of cofactors, carriers: Heme, porphyrin	Glutamyl-tRNA reductase, hemin biosynthesis; neomycin sensitivity	tRNA ligase 	protoporphyrinogen IX biosynthetic process
Can add reaction	No	['N-Substituted-Aminoacyl-tRNA // WATER // tRNAs // N-Substituted-Amino-Acids // PROTON']	EG10785	pth	peptidyl-tRNA hydrolase	characterized	characterized	1.2498140662E-05	0.94	N.A.	N.A.	N.A.	E	E	N	peptidyl-tRNA hydrolase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Peptidyl-tRNA hydrolase; required for phage lambda growth	tRNA ligase 	misfolded or incompletely synthesized protein catabolic process
Can add reaction	No	['ATP // CTP // tRNA-precursors // tRNAs-with-CCA // PPI']	EG10136	cca	fused tRNA nucleotidyltransferase / 2,3-cyclic phosphodiesterase / 2 nucleotidase and phosphatase	characterized	characterized	1.32025114486E-05	1.00	N.A.	N.A.	N.A.	E	N	u	fused tRNA nucleotidyl transferase/2'3'-cyclic phosphodiesterase/2'nucleotidase and phosphatase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	tRNA nucleotidyltransferase, repairs terminal CCA of tRNAs	tRNA modification 	tRNA 3'-terminal CCA addition
Can add reaction	No	['WATER // GTP // AMMONIUM // METHYLENE-THF-GLU-N // tRNA-2-thiouridine34 // tRNA-Containing-5AminoMe-2-ThioUrdines // DIHYDROFOLATE-GLU-N // GDP // Pi', 'WATER // METHYLENE-THF-GLU-N // GLY // GTP // tRNA-2-thiouridine34 // tRNA-containing-5-CarbMeAminome-2-ThioU // GDP // DIHYDROFOLATE-GLU-N // Pi', 'Acceptor // WATER // GLY // METHYLENE-THF-GLU-N // GTP // tRNA-uridine34 // tRNA-containing-5-CarbMeAminome-uridine // GDP // Pi // DIHYDROFOLATE-GLU-N // PROTON // Donor-H2']	EG10375	mnmG	protein involved in a tRNA modification pathway	characterized	characterized	2.19785241136E-05	1.00	0.79	0.284	0.285	N	N	N	5-methylaminomethyl-2-thiouridine modification at tRNA U34	Enzyme; tRNA modification	5-methylaminomethyl-2-thiouridine modification at tRNA U34	tRNA modification 	tRNA wobble uridine modification
Can add reaction	No	['tRNA-uridine-38-40 // tRNA-pseudouridine-38-40']	EG10454	truA	tRNA pseudouridine synthase I	characterized	characterized	5.37432603391E-06	0.88	0.595	0.2	0.212	N	N	u	tRNA pseudouridine(38-40) synthase	Enzyme; tRNA modification	tRNA pseudouridine(38-40) synthase; mutations derepress the his operon attenuator	tRNA modification 	tRNA pseudouridine synthesis
Yes	No	['tRNA-Adenosines-37 // CPD-4211 // 6-Dimethylallyladenosine37-tRNAs // PPI']	EG10595	miaA	tRNA(i<sup>6</sup>A37) synthase	characterized	characterized	5.79934503471E-05	1.00	0.881	0.317	0.326	E	N	N	delta(2)-isopentenylpyrophosphate tRNA-adenosine transferase	Enzyme; Aminoacyl tRNA synthetases, tRNA modification	Dimethylallyl diphosphate:tRNA dimethylallyltransferase; 2-methylthio-N6-(dimethylallyl)adenosine tRNA hypermodification	tRNA modification 	cellular response to heat
Can add reaction	No	['S-ADENOSYLMETHIONINE // tRNA-with-7-aminomethyl-7-deazaguanine // tRNAs-containing-epoxy-quenosine // ADENINE // MET // PROTON']	EG10812	queA	S-adenosylmethionine tRNA ribosyltransferase-isomerase	characterized	characterized	3.10083434088E-06	0.72	0.834	0.285	0.315	N	N	u	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	Enzyme; Queuosine biosynthesis	S-adenosylmethionine:tRNA ribosyltransferase-isomerase; queuosine biosynthesis	tRNA modification 	tRNA wobble guanine modification
Can add reaction	No	['S-ADENOSYLMETHIONINE // tRNA-guanosine18 // 2-O-Methylguanosine18 // ADENOSYL-HOMO-CYS // PROTON']	EG10967	trmH	tRNA (Gm18) 2-O-methyltransferase	characterized	characterized	3.07452348029E-05	1.00	0.772	0.223	0.313	N	N	N	tRNA mG18-2'-O-methyltransferase, SAM-dependent	Enzyme; tRNA modification	tRNA mG18 2'-O-methyltransferase, SAM-dependent	tRNA modification 	N/A
Can add reaction	No	['7-AMINOMETHYL-7-DEAZAGUANINE // Guanine34-in-tRNAs // tRNA-with-7-aminomethyl-7-deazaguanine // GUANINE']	EG10996	tgt	tRNA-guanine transglycosylase monomer	characterized	characterized	0.000030549	1.00	0.765	0.36	0.416	N	N	u	tRNA-guanine transglycosylase	Enzyme; tRNA modification	tRNA-guanine transglycosylase; queuosine biosynthesis; zinc metalloprotein	tRNA modification 	tRNA wobble guanine modification
Can add reaction	No	['WATER // GTP // AMMONIUM // METHYLENE-THF-GLU-N // tRNA-2-thiouridine34 // tRNA-Containing-5AminoMe-2-ThioUrdines // DIHYDROFOLATE-GLU-N // GDP // Pi', 'WATER // METHYLENE-THF-GLU-N // GLY // GTP // tRNA-2-thiouridine34 // tRNA-containing-5-CarbMeAminome-2-ThioU // GDP // DIHYDROFOLATE-GLU-N // Pi', 'Acceptor // WATER // GLY // METHYLENE-THF-GLU-N // GTP // tRNA-uridine34 // tRNA-containing-5-CarbMeAminome-uridine // GDP // Pi // DIHYDROFOLATE-GLU-N // PROTON // Donor-H2']	EG10997	mnmE	GTP-binding protein with a role in modification of tRNA	characterized	characterized	1.4118367105E-05	0.94	0.739	0.288	0.363	E	N	N	tRNA U34 5-methylaminomethyl-2-thiouridine modification GTPase	Enzyme; tRNA modification	GTPase required for 5-methylaminomethyl-2-thiouridine modification at tRNA U34	tRNA modification 	N/A
Can add reaction	No	['S-ADENOSYLMETHIONINE // Uracil-54-in-tRNA // tRNA-containing-5Me-uridine54 // ADENOSYL-HOMO-CYS // PROTON']	EG11022	trmA	tRNA m<sup>5</sup>U54 methyltransferase	characterized	characterized	1.22040540641E-05	1.00	0.717	0.285	0.319	N	E	N	tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase	Enzyme; tRNA modification	tRNA m(5)U54 methyltransferase, SAM-dependent; tmRNA m(5)U341 methyltransferase; RUMT	tRNA modification 	N/A
