"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Names"
EG11056	"b1184"	1231186	1232454	EG11056-MONOMER	"umuC" // "uvm" // "b1184" // "ECK1172"
G6906	"b1680"	1759303	1760523	G6906-MONOMER	"sufS" // "csdB" // "ynhB" // "b1680" // "ECK1676"
EG10831	"b2616"	2751795	2753456	EG10831-MONOMER	"recN" // "radB" // "b2616" // "ECK2612"
EG10929	"b3917"	4108834	4109823	SBP-MONOMER	"sbp" // "b3917" // "ECK3909"
EG12080	"b2698"	2822139	2822639	EG12080-MONOMER	"recX" // "oraA" // "b2698" // "ECK2693"
EG10195	"b2425"	2542512	2543528	CYSP-MONOMER	"cysP" // "b2425" // "ECK2420"
EG10533	"b4043"	4257115	4257723	PD00205	"lexA" // "exrA" // "spr" // "tsl" // "umuA" // "b4043" // "ECK4035"
G6218	"b0366"	386207	386974	TAUB-MONOMER	"tauB" // "yaiQ" // "ssiB" // "b0366" // "ECK0363"
EG11775	"b0685"	711605	711898	EG11775-MONOMER	"ybfE" // "b0685" // "ECK0673"
EG10190	"b2763"	2888387	2890099	BETACOMP-MONOMER	"cysI" // "b2763" // "ECK2758"
EG11064	"b3813"	3997983	4000145	EG11064-MONOMER	"uvrD" // "uvr502" // "srjC" // "uvrE" // "dar-2" // "dda" // "mutU" // "pdeB" // "rad" // "recL" // "b3813" // "ECK3808"
EG12358	"b0933"	993277	994044	YCBE-MONOMER	"ssuB" // "ycbE" // "b0933" // "ECK0924"
G7197	"b2305"	2422649	2423539	G7197-MONOMER	"rpnB" // "yfcI" // "b2305" // "ECK2299"
EG10185	"b2750"	2873387	2873992	ADENYLYLSULFKIN-MONOMER	"cysC" // "b2750" // "ECK2745"
EG11748	"b0132"	146968	147870	EG11748-MONOMER	"rpnC" // "yadD" // "b0132" // "ECK0131"
G6952	"b1757"	1839467	1840774	G6952-MONOMER	"ynjE" // "b1757" // "ECK1755"
G6783	"b1489"	1563334	1565733	G6783-MONOMER	"dosP" // "yddU" // "dos" // "pdeO" // "b1489" // "ECK1483"
EG11705	"b3678"	3856911	3858404	EG11705-MONOMER	"yidJ" // "b3678" // "ECK3669"
EG11390	"b3495"	3640111	3640545	EG11390-MONOMER	"uspA" // "b3495" // "ECK3480"
EG10043	"b4214"	4436755	4437495	EG10043-MONOMER	"cysQ" // "amt" // "amtA" // "b4214" // "ECK4210"
G6570	"b1112"	1169073	1169330	G6570-MONOMER	"bhsA" // "ycfR" // "comC" // "b1112" // "ECK1098"
G6907	"b1681"	1760520	1761791	G6907-MONOMER	"sufD" // "ynhC" // "b1681" // "ECK1677"
EG11246	"b1333"	1397672	1398622	EG11246-MONOMER	"uspE" // "ydaA" // "b1333" // "ECK1329"
EG11378	"b1684"	1764018	1764386	EG11378-MONOMER	"sufA" // "ydiC" // "b1684" // "ECK1680"
G6334	"b0607"	641439	641867	G6334-MONOMER	"uspG" // "UP12" // "yzzU" // "ybdQ" // "b0607" // "ECK0601"
G6788	"b1498"	1580842	1582524	G6788-MONOMER	"ydeN" // "b1498" // "ECK1492"
EG10608	"b3251"	3400044	3401087	EG10608-MONOMER	"mreB" // "rodY" // "envB" // "mon" // "mreB_1" // "b3251" // "ECK3239"
EG10191	"b2764"	2890099	2891898	ALPHACOMP-MONOMER	"cysJ" // "b2764" // "ECK2759"
G7883	"b4252"	4474862	4475314	G7883-MONOMER	"tabA" // "yjgK" // "b4252" // "ECK4245"
G7454	"b2810"	2943337	2944542	G7454-MONOMER	"csdA" // "ygdJ" // "b2810" // "ECK2806"
G0-9561	"b4409"	1704551	1704676	MONOMER0-1561	"blr" // "b4409" // "ECK1620"
EG12423	"b0368"	387795	388646	MONOMER0-147	"tauD" // "ssiD" // "yaiG" // "b0368" // "ECK0365"
G7314	"b2503"	2626695	2628938	G7314-MONOMER	"pdeF" // "yfgF" // "b2503" // "ECK2499"
EG10186	"b2752"	2875421	2876329	CYSD-MONOMER	"cysD" // "b2752" // "ECK2747"
EG12830	"b0466"	490110	490271	EG12830-MONOMER	"ybaM" // "b0466" // "ECK0460"
G7038	"b1919"	1998494	1999480	DCYSDESULF-MONOMER	"dcyD" // "yedO" // "b1919" // "ECK1918"
EG11877	"b3923"	4113293	4113721	EG11877-MONOMER	"uspD" // "yiiT" // "b3923" // "ECK3915"
EG11955	"b4083"	4304612	4306597	EG11955-MONOMER	"yjcS" // "b4083" // "ECK4076"
G6639	"b1285"	1344757	1346742	G6639-MONOMER	"pdeR" // "yciR" // "gmr" // "b1285" // "ECK1280"
EG10089	"b3801"	3984352	3986007	ARYLSULFAT-MONOMER	"aslA" // "gppB" // "atsA" // "b3801" // "ECK3794"
EG11256	"b0382"	401386	401646	EG11256-MONOMER	"iraP" // "yaiB" // "b0382" // "ECK0377"
G6908	"b1682"	1761766	1762512	G6908-MONOMER	"sufC" // "ynhD" // "b1682" // "ECK1678"
G6396	"b0762"	794773	794922	G6396-MONOMER	"acrZ" // "ybhT" // "b0762" // "ECK0751"
EG11600	"b2521"	2652494	2653339	EG11600-MONOMER	"mstA" // "sseA" // "b2521" // "ECK2517"
EG11083	"b0059"	60358	63264	EG11083-MONOMER	"rapA" // "yabA" // "hepA" // "b0059" // "ECK0060"
G6905	"b1679"	1758874	1759290	G6905-MONOMER	"sufE" // "ynhA" // "b1679" // "ECK1675"
G6167	"b0296"	312514	312777	G6167-MONOMER	"ykgM" // "b0296" // "ECK0296"
G6511	"b0990"	1051461	1051673	G6511-MONOMER	"cspG" // "b0990" // "ECK0980"
G7399	"b2670"	2799164	2799613	G7399-MONOMER	"alaE" // "ygaW" // "b2670" // "ECK2664"
G7743	"b3400"	3529348	3529749	G7743-MONOMER	"hslR" // "hsp15" // "yrfH" // "b3400" // "ECK3387"
EG30063	"b4439"	2313084	2313176	MICF-RNA	"micF" // "stc" // "b4439" // "ECK2208"
G6470	"b0909"	960264	961028	G6470-MONOMER	"ycaL" // "b0909" // "ECK0900"
G7031	"b1895"	1979753	1980181	G7031-MONOMER	"uspC" // "yecG" // "b1895" // "ECK1894"
G7923	"b4326"	4556993	4557385	G7923-MONOMER	"iraD" // "yjiD" // "b4326" // "ECK4317"
EG12204	"b1823"	1907226	1907435	EG12204-MONOMER	"cspC" // "msmB" // "b1823" // "ECK1821"
G7060	"b1972"	2040483	2041118	G7060-MONOMER	"msrQ" // "yedZ" // "b1972" // "ECK1968"
G6749	"b1438"	1509508	1509924	G6749-MONOMER	"hicB" // "ydcQ" // "b1438" // "ECK1432"
EG11644	"b1536"	1624105	1624497	EG11644-MONOMER	"ydeI" // "b1536" // "ECK1529"
EG11297	"b3860"	4043418	4044044	MONOMER0-4152 // DISULFOXRED-MONOMER	"dsbA" // "dsf" // "iarA" // "ppfA" // "b3860" // "ECK3852"
EG11533	"b1205"	1258791	1259069	EG11533-MONOMER	"ychH" // "b1205" // "ECK1193"
G6447	"b0853"	892957	893433	G6447-MONOMER	"ybjN" // "b0853" // "ECK0844"
G7574	"b3024"	3169284	3169676	G7574-MONOMER	"ygiW" // "visP" // "b3024" // "ECK3015"
EG11100	"b0471"	494076	494405	EG11100-MONOMER	"ybaB" // "b0471" // "ECK0465"
EG11404	"b1203"	1256721	1257812	EG11404-MONOMER	"ychF" // "gtp1" // "b1203" // "ECK1191"
G7741	"b3398"	3526469	3528604	G7741-MONOMER	"yrfF" // "igaA" // "b3398" // "ECK3385"
EG10011	"b0006"	5683	6459	EG10011-MONOMER	"yaaA" // "b0006" // "ECK0006"
G0-10655	"b4682"	2905557	2905697	MONOMER0-2882	"yqcG" // "b4682" // "ECK4497"
G7193	"b2301"	2419841	2420485	G7193-MONOMER	"yfcF" // "b2301" // "ECK2295"
G7061	"b1973"	2041375	2042025	G7061-MONOMER	"zinT" // "yodA" // "b1973" // "ECK1969"
G58	"b0459"	479367	479918	MALTACETYLTRAN-MONOMER	"maa" // "ylaD" // "b0459" // "ECK0453"
EG12231	"b3494"	3639385	3639720	EG12231-MONOMER	"uspB" // "yhiO" // "b3494" // "ECK3479"
EG11534	"b3687"	3867009	3867422	EG11534-MONOMER	"ibpA" // "hslT" // "htpN" // "b3687" // "ECK3679"
EG10452	"b2306"	2423736	2424509	HISP-MONOMER	"hisP" // "b2306" // "ECK2300"
EG12177	"b4137"	4365018	4365356	EG12177-MONOMER	"cutA" // "cutA1" // "b4137" // "ECK4131"
G7194	"b2302"	2420621	2421268	G7194-MONOMER	"yfcG" // "b2302" // "ECK2296"
G7059	"b1971"	2039478	2040482	G7059-MONOMER	"msrP" // "yedY" // "b1971" // "ECK1967"
EG11535	"b3686"	3866469	3866897	EG11535-MONOMER	"ibpB" // "hslS" // "htpE" // "b3686" // "ECK3678"
EG11470	"b3826"	4010200	4011000	EG11470-MONOMER	"yigL" // "b3826" // "ECK3820"
EG10129	"b1710"	1793558	1794109	BTUE-MONOMER	"btuE" // "b1710" // "ECK1708"
G6670	"b1338"	1403255	1404565	G6670-MONOMER	"abgA" // "ydaJ" // "b1338" // "ECK1334"
G7532	"b2962"	3104093	3104368	G7532-MONOMER	"yggX" // "b2962" // "ECK2957"
EG11762	"b3592"	3761347	3761955	EG11762-MONOMER	"yibF" // "b3592" // "ECK3581"
EG11325	"b1276"	1335831	1338506	ACONITASE-MONOMER	"acnA" // "acn" // "b1276" // "ECK1271"
G6848	"b1590"	1663609	1664463	G6848-MONOMER	"ynfH" // "b1590" // "ECK1585"
G6756	"b1445"	1517389	1517562	G6756-MONOMER	"ortT" // "ydcX" // "b1445" // "ECK1439"
G6845	"b1587"	1658069	1660495	G6845-MONOMER	"ynfE" // "b1587" // "ECK1582"
EG12124	"b2309"	2426006	2426788	HISJ-MONOMER	"hisJ" // "b2309" // "ECK2303"
EG12384	"b0521"	550439	551332	EG12384-MONOMER	"ybcF" // "arcC(P.a.)" // "b0521" // "ECK0514"
EG11734	"b1020"	1084992	1086056	EG11734-MONOMER	"phoH" // "psiH" // "b1020" // "ECK1010"
EG10049	"b0980"	1040617	1041915	APPA-MONOMER	"appA" // "b0980" // "ECK0971"
EG10966	"b3650"	3822400	3824508	SPOT-MONOMER	"spoT" // "b3650" // "ECK3640"
G7237	"b2374"	2492004	2493254	G7237-MONOMER	"frc" // "yfdW" // "b2374" // "ECK2370"
G6839	"b1581"	1653927	1655141	G6839-MONOMER	"rspA" // "b1581" // "ECK1576"
G6846	"b1588"	1660556	1662979	G6846-MONOMER	"ynfF" // "b1588" // "ECK1583"
G6600	"b1160"	1211680	1212003	G6600-MONOMER	"iraM" // "elb1" // "ycgW" // "elbA" // "b1160" // "ECK1147"
G6669	"b1337"	1401810	1403255	G6669-MONOMER	"abgB" // "ydaI" // "b1337" // "ECK1333"
EG11890	"b3506"	3653961	3654527	EG11890-MONOMER	"slp" // "b3506" // "ECK3490"
EG10739	"b3825"	4009170	4010192	EG10739-MONOMER	"pldB" // "b3825" // "ECK3819"
EG11401	"b0384"	403281	403601	EG11401-MONOMER	"psiF" // "b0384" // "ECK0379"
G6847	"b1589"	1662990	1663607	G6847-MONOMER	"ynfG" // "b1589" // "ECK1584"
EG10572	"b2781"	2909894	2910685	EG10572-MONOMER	"mazG" // "b2781" // "ECK2775"
EG10978	"b3228"	3376279	3376776	EG10978-MONOMER	"sspB" // "b3228" // "ECK3217"
EG10713	"b4106"	4324377	4325165	PHNC-MONOMER	"phnC" // "b4106" // "ECK4099"
G6838	"b1580"	1652896	1653915	G6838-MONOMER	"rspB" // "b1580" // "ECK1575"
EG10413	"b3779"	3962745	3964229	PPPGPPHYDRO-MONOMER	"gpp" // "gppA" // "b3779" // "ECK3771"
G6479	"b0937"	996937	997512	MONOMER0-146	"ssuE" // "ssi4" // "ycbP" // "b0937" // "ECK0928"
EG10305	"b0152"	170575	171465	FHUD-MONOMER	"fhuD" // "b0152" // "ECK0151"
G7593	"b3070"	3215727	3216491	G7593-MONOMER	"yqjH" // "b3070" // "ECK3060"
EG11237	"b3338"	3467160	3469853	EG11237-MONOMER	"chiA" // "yheB" // "b3338" // "ECK3325"
EG10299	"b0585"	612737	613939	EG10299-MONOMER	"fes" // "b0585" // "ECK0577"
EG12033	"b2165"	2257429	2258367	EG12033-MONOMER	"psuG" // "yeiN" // "pscG" // "b2165" // "ECK2158"
EG11105	"b0597"	629300	629713	EG11105-MONOMER	"entH" // "ybdB" // "b0597" // "ECK0590"
EG10306	"b1102"	1159362	1161551	EG10306-MONOMER	"fhuE" // "b1102" // "ECK1088"
G7949	"b4367"	4604875	4605663	G7949-MONOMER	"fhuF" // "yjjS" // "b4367" // "ECK4357"
EG10113	"b3336"	3466249	3466725	EG10113-MONOMER	"bfr" // "b3336" // "ECK3323"
G6414	"b0805"	839249	841531	G6414-MONOMER	"fiu" // "ybiL" // "b0805" // "ECK0794"
EG11923	"b4026"	4235906	4236148	EG11923-MONOMER	"yjbE" // "b4026" // "ECK4018"
G0-10437	"b4511"	613942	614160	MONOMER0-2659	"ybdZ" // "b4511" // "ECK0578"
G6751	"b1440"	1511654	1512799	YDCS-MONOMER	"ydcS" // "b1440" // "ECK1434"
EG10294	"b0592"	623554	624510	FEPB-MONOMER	"fepB" // "b0592" // "ECK0585"
G6528	"b1021"	1086106	1086519	G6528-MONOMER	"pgaD" // "hmsS" // "ycdP" // "b1021" // "ECK1011"
EG11181	"b3337"	3466797	3466991	EG11181-MONOMER	"bfd" // "yheA" // "b3337" // "ECK3324"
EG12259	"b3532"	3690268	3692607	EG12259-MONOMER	"bcsB" // "yhjN" // "b3532" // "ECK3517"
EG10290	"b4287"	4510690	4511457	FECE-MONOMER	"fecE" // "b4287" // "ECK4277"
EG11924	"b4027"	4236262	4236900	EG11924-MONOMER	"yjbF" // "b4027" // "ECK4019"
EG10921	"b1905"	1988716	1989213	EG10921-MONOMER	"ftnA" // "ftn" // "gen-165" // "rsgA" // "b1905" // "ECK1904"
G7208	"b2337"	2452356	2453252		"yfcU_2" // "b4661" // "yfcT" // "b2337" // "ECK2331"
EG10609	"b3250"	3398875	3399978	EG10609-MONOMER	"mreC" // "b3250" // "ECK3238"
EG10286	"b4291"	4514353	4516677	EG10286-MONOMER	"fecA" // "b4291" // "ECK4281"
G6694	"b1371"	1428814	1428984		"lomR_2" // "b1371" // "ECK1366"
G6529	"b1022"	1086521	1087846	G6529-MONOMER	"pgaC" // "hmsR" // "ycdQ" // "b1022" // "ECK1012"
EG10304	"b0151"	169778	170575	FHUC-MONOMER	"fhuC" // "b0151" // "ECK0150"
G0-10558	"b4530"	1503143	1503310		"yncK_2" // "b4530" // "ECK1425"
EG12260	"b3533"	3692618	3695236	EG12260-MONOMER	"bcsA" // "yhjP" // "yhjO" // "b3533" // "ECK3518"
G7033	"b1902"	1986925	1987428	G7033-MONOMER	"ftnB" // "yecI" // "b1902" // "ECK1900"
G8208	"b2116"	2197410	2199347		"molR_2" // "molR" // "b2116" // "ECK2108"
EG11925	"b4028"	4236897	4237634	EG11925-MONOMER	"yjbG" // "b4028" // "ECK4020"
G6266	"b0490"	515919	516596	YBBL-MONOMER	"fetA" // "ybbL" // "b0490" // "ECK0484"
G6609	"b1169"	1219601	1221121	G6609-MONOMER	"ycgH_1" // "ycgH" // "b1169" // "ECK1157"
EG10610	"b3249"	3398387	3398875	EG10610-MONOMER	"mreD" // "b3249" // "ECK3237"
EG10295	"b0588"	619384	620199	FEPC-MONOMER	"fepC" // "b0588" // "ECK0581"
EG50008	"b4236"	4459553	4459855		"cybC" // "b4236" // "ECK4231"
G6530	"b1023"	1087839	1089857	G6530-MONOMER	"pgaB" // "hmsF" // "ycdR" // "b1023" // "ECK1013"
EG10287	"b4290"	4513406	4514308	FECB-MONOMER	"fecB" // "b4290" // "ECK4280"
G8204	"b1405"	1470690	1474013		"ydbA_2" // "ydbA" // "b1405" // "ECK1398"
EG11926	"b4029"	4237634	4239730	EG11926-MONOMER	"yjbH" // "b4029" // "ECK4021"
G6606	"b1166"	1216369	1216635	G6606-MONOMER	"ariR" // "ymgB" // "b1166" // "ECK1153"
G7065	"b1979"	2052276	2052602		"yeeL_2" // "yeeL" // "b1979" // "ECK1975"
G6158	"b0287"	302991	303605	G6158-MONOMER	"yagU" // "b0287" // "ECK0286"
EG12238	"b3504"	3651291	3652073	EG12238-MONOMER	"yhiS_1" // "b3504" // "ECK3489"
EG12228	"b3491"	3634841	3635893	MONOMER0-2489	"yhiM" // "b3491" // "ECK3476"
G7671	"b3217"	3365185	3365664	G7671-MONOMER	"yhcE_1" // "ychE_1" // "b3217" // "ECK3207"
G7607	"b3088"	3238580	3239545	G7607-MONOMER	"alx" // "ygjT" // "b3088" // "ECK3079"
G7052	"b1964"	2034051	2034536	G7052-MONOMER	"yedS_1" // "yedS" // "yedT" // "b1964" // "ECK1962"
G7002	"b1826"	1908623	1908766	G7002-MONOMER	"mgrB" // "yobG" // "b1826" // "ECK1824"
G0-10697		1299474	1300927		
EG11490	"b1493"	1570645	1572045	GLUTDECARBOXB-MONOMER	"gadB" // "b1493" // "ECK1487"
EG11992	"b2115"	2196474	2197298	EG11992-MONOMER	"molR_1" // "yehG" // "yehF" // "yehH" // "molR" // "sosF" // "dinO" // "b2115" // "ECK2108"
G7852	"b4189"	4416441	4416770	G7852-MONOMER	"bsmA" // "yjfO" // "b4189" // "ECK4185"
G7403	"b2680"	2808316	2808582	YGAY-MONOMER	"ygaY_1" // "ygaX" // "b2680" // "ECK2674"
EG12657	"b3029"	3173142	3173456	EG12657-MONOMER	"ygiN" // "b3029" // "ECK3020"
G7041	"b1933"	2011348	2011539		"yedN_3" // "yedN" // "yedN_2" // "b1933" // "ECK1932"
EG10131	"b4131"	4356470	4358617	LYSDECARBOX-MONOMER	"cadA" // "ldcI" // "b4131" // "ECK4125"
G0-10569	"b4563"	4518721	4519014		"insB-7_1" // "b4563" // "ECK0022"
G7647	"b3153"	3298974	3299492	G7647-MONOMER	"yhbO" // "b3153" // "ECK3141"
EG11709	"b3682"	3861987	3862472	GLVB-MONOMER	"glvB" // "yidN" // "yidO" // "b3682" // "ECK3674"
EG11784	"b2579"	2716066	2716449	EG11784-MONOMER	"grcA" // "yfiD" // "b2579" // "ECK2577"
G7209	"b2338"	2453265	2455001	G7209-MONOMER	"yfcU_1" // "b4661" // "yfcU" // "b2338" // "ECK2332"
G7046	"b1953"	2024986	2025213	G7046-MONOMER	"yodD" // "b1953" // "ECK1951"
G6722	"b1401"	1465392	1467950	G6722-MONOMER	"ydbA_1" // "ydbA" // "b1401" // "ECK1398"
EG11495	"b3511"	3656995	3657567	EG11495-MONOMER	"hdeD" // "yhiA" // "b3511" // "ECK3495"
G0-10560	"b4540"	2101396	2101677		"wbbL_2" // "b4540" // "ECK2025"
G6855	"b1597"	1671376	1671684	G6855-MONOMER	"asr" // "b1597" // "ECK1592"
G8209	"b2117"	2199322	2200269		"molR_3" // "molR" // "b2117" // "ECK2108"
EG10337	"b2168"	2261427	2262365	1-PFK-MONOMER	"fruK" // "fpk" // "fruF" // "b2168" // "ECK2161"
EG11399	"b3509"	3655966	3656292	EG11399-MONOMER	"hdeB" // "yhiC" // "yhhD" // "b3509" // "ECK3493"
G7154	"b2227"	2329798	2330283		"yfaS_2" // "yfaR" // "yfaS" // "b2227" // "ECK2220"
G6555	"b1058"	1119307	1119447	G6555-MONOMER	"yceO" // "b1058" // "ECK1043"
G6610	"b1170"	1221206	1222222		"ycgH_2" // "ycgH" // "b1170" // "ECK1157"
EG11206	"b4011"	4213234	4213617	EG11206-MONOMER	"yjaA" // "b4011" // "ECK4003"
G0-10495	"b1017"	1081454	1082185		"efeU_2" // "ycdN" // "ycdN_2" // "ferrous ion permease (pseudogene)" // "b1017" // "ECK1007"
EG50009	"b3517"	3666180	3667580	GLUTDECARBOXA-MONOMER	"gadA" // "gadS" // "b3517" // "ECK3502"
G8205	"b1417"	1489961	1490713		"gapC_1" // "gapC" // "b1417" // "ECK1409"
G7683	"b3238"	3385538	3385801	G7683-MONOMER	"yhcN" // "b3238" // "ECK3227"
G7066	"b1980"	2052624	2053328	G7066-MONOMER	"yeeL_1" // "yeeL" // "b1980" // "ECK1975"
EG11889	"b3507"	3654683	3655213	EG11889-MONOMER	"dctR" // "yhiF" // "b3507" // "ECK3491"
EG12261	"b3534"	3695233	3695961	EG12261-MONOMER	"bcsQ" // "yhjQ" // "b3534" // "ECK3519"
G7521	"b2939"	3085920	3086051	G7521-MONOMER	"yqgB" // "b2939" // "ECK2934"
G7897	"b4275"	4500043	4500489		"yjgX_2" // "yjgY" // "yjgX" // "b4275" // "ECK4266"
EG11501	"b4117"	4338254	4340521	ARGDECARBOXDEG-MONOMER	"adiA" // "adi" // "b4117" // "ECK4110"
G7053	"b1965"	2034546	2034755		"yedS_2" // "yedS" // "b1965" // "ECK1962"
G7000	"b1824"	1907448	1907591	G7000-MONOMER	"yobF" // "b1824" // "ECK1822"
G0-16683	"b0240"	258684	259006		"crl_2" // "b0240" // "ECK0241"
EG11422	"b2237"	2348822	2349472	EG11422-MONOMER	"inaA" // "yfaG" // "b2237" // "ECK2229"
EG12103	"b1416"	1489713	1489964		"gapC_2" // "gapC" // "b1416" // "ECK1409"
G7502	"b2883"	3025766	3027085	G7502-MONOMER	"guaD" // "ygfP" // "b2883" // "ECK2879"
EG10771	"b2677"	2804815	2806017	PROV-MONOMER	"proV" // "osrA" // "proU" // "b2677" // "ECK2671"
G7556	"b2999"	3146856	3147266		"yghX_1" // "yghX" // "b4658" // "ORF_f136" // "b2999" // "ECK2993"
EG10374	"b3447"	3585081	3586823	MONOMER0-4195 // MONOMER0-4196 // EG10374-MONOMER	"ggt" // "b3447" // "ECK3431"
EG11752	"b1897"	1981587	1982387	TREHALOSEPHOSPHASYN-MONOMER	"otsB" // "otsP" // "b1897" // "ECK1896"
G7042	"b1934"	2011549	2011869		"yedN_2" // "yedN" // "yedN_1" // "b1934" // "ECK1932"
EG12164	"b4395"	4633797	4634444	PGAM2-MONOMER	"ytjC" // "gpmB" // "b4395" // "ECK4387"
EG10110	"b0312"	327261	328733	BADH-MONOMER	"betB" // "b0312" // "ECK0310"
G0-10570	"b4564"	4519015	4519224		"insB-7_2" // "b4564" // "ECK0022"
EG10283	"b4232"	4454611	4455609	F16B-MONOMER	"fbp" // "fdp" // "b4232" // "ECK4227"
G7395	"b2665"	2796337	2796786	G7395-MONOMER	"kbp" // "yzzM" // "ygaU" // "b2665" // "ECK2659"
EG11710	"b3683"	3862497	3863603	GLVC-MONOMER	"glvC" // "ptiC" // "b3683" // "ECK3675"
EG11517	"b3925"	4114569	4115579	EG11517-MONOMER	"glpX" // "b3925" // "ECK3917"
G0-41	"b4410"	4376317	4376442	MONOMER0-1562	"ecnA" // "b4410" // "ECK4142"
G7375	"b2640"	2772836	2773036		"ypjM_2" // "yfjV" // "yfjV_3" // "b2640" // "ECK2636"
EG11239	"b0766"	797613	798431	EG11239-MONOMER	"ybhA" // "b0766" // "ECK0755"
EG10679	"b1283"	1343110	1343328	EG10679-MONOMER	"osmB" // "b1283" // "ECK1278"
G6926	"b1720"	1803094	1803567	G6926-MONOMER	"arpB_1" // "arpB" // "ydiW" // "ydiX" // "b1720" // "ECK1718"
EG10703	"b2926"	3071459	3072622	PGK	"pgk" // "b2926" // "ECK2922"
EG11885	"b1048"	1109335	1110870	EG11885-MONOMER	"opgG" // "mdoA" // "mdoG" // "b1048" // "ECK1034"
G0-10562	"b4549"	3366681	3366929		"yhcE_2" // "ychE_2" // "b4549" // "ECK3207"
EG10576	"b3236"	3383330	3384268	MALATE-DEHASE-MONOMER	"mdh" // "b3236" // "ECK3225"
G7528	"b2952"	3095820	3096386	G7528-MONOMER	"yggT" // "b2952" // "ECK2947"
EG10498	"b3768"	3951623	3952204		"ilvG_2" // "ilvG" // "b3768" // "ECK3760"
G7040	"b1932"	2010600	2011079	G7040-MONOMER	"yedL" // "b1932" // "ECK1931"
EG10044	"b1739"	1821918	1822256	EG10044-MONOMER	"osmE" // "anr" // "b1739" // "ECK1737"
G8221	"b3767"	3950560	3951543	G8221-MONOMER	"ilvG_1" // "ilvG" // "ilvO" // "b3767" // "ECK3760"
EG10367	"b1779"	1862771	1863766	GAPDH-A-MONOMER	"gapA" // "gad" // "gap1" // "b1779" // "ECK1777"
G0-9562	"b4411"	4376553	4376699	MONOMER0-1563	"ecnB" // "yjeU" // "b4411" // "ECK4143"
G7155	"b2228"	2330299	2334402	G7155-MONOMER	"yfaS_1" // "yfaS" // "b2228" // "ECK2220"
EG11685	"b3656"	3832219	3834537	EG11685-MONOMER	"yicI" // "b3656" // "ECK3646"
EG10773	"b2679"	2807132	2808124	PROX-MONOMER	"proX" // "osrA" // "proU" // "b2679" // "ECK2673"
G6692	"b1369"	1427458	1427613	G6692-MONOMER	"lomR_1" // "b1369" // "ECK1366"
EG11245	"b2930"	3075217	3076182	EG11245-MONOMER	"yggF" // "yggK" // "b2930" // "ECK2926"
EG12866	"b1831"	1914836	1915534	EG12866-MONOMER	"proQ" // "yoeC" // "yobE" // "yebJ" // "b1831" // "ECK1830"
G0-10557	"b4531"	1503362	1503649	MONOMER0-2779	"yncK_1" // "insP" // "b4531" // "ECK1425"
EG10759	"b1702"	1784734	1787112	PEPSYNTH-MONOMER	"ppsA" // "pps" // "b1702" // "ECK1700"
EG10680	"b1482"	1556625	1557056	EG10680-MONOMER	"osmC" // "b1482" // "ECK1476"
G8207	"b2087"	2169693	2170139		"gatR_1" // "gatR" // "b2087" // "ECK2083"
EG10688	"b3403"	3532818	3534440	PEPCARBOXYKIN-MONOMER	"pck" // "pckA" // "b3403" // "ECK3390"
EG11751	"b1896"	1980188	1981612	TREHALOSE6PSYN-MONOMER	"otsA" // "b1896" // "ECK1895"
G6525	"b1016"	1081356	1081466	MONOMER0-4386	"efeU_1" // "ycdN" // "ycdN_1" // "ferrous ion permease (pseudogene)" // "b1016" // "ECK1007"
G7293	"b2463"	2576098	2578377	MALIC-NADP-MONOMER	"maeB" // "ypfF" // "b2463" // "ECK2458"
EG11391	"b4376"	4611396	4612001	EG11391-MONOMER	"osmY" // "csi-5" // "b4376" // "ECK4367"
EG12416	"b2092"	2172921	2174278	GATC-MONOMER	"gatC" // "b2092" // "ECK2085"
EG10368	"b2927"	3072672	3073691	ERYTH4PDEHYDROG-MONOMER	"epd" // "gapB" // "gap2" // "b2927" // "ECK2923"
EG11017	"b1197"	1245679	1247376	TREHALAPERI-MONOMER	"treA" // "osmA" // "tre" // "b1197" // "ECK1185"
G7898	"b4276"	4500432	4500791	G7898-MONOMER	"yjgX_1" // "yjgY" // "b4276" // "ECK4266"
EG11699	"b0755"	786843	787595	GPMA-MONOMER	"gpmA" // "gpm" // "b0755" // "ECK0744"
EG11954	"b4082"	4303078	4304109	EG11954-MONOMER	"mdtN" // "yjcR" // "sdsR" // "b4082" // "ECK4075"
G7054	"b1966"	2034839	2035243		"yedS_3" // "yedS" // "b1966" // "ECK1962"
EG10258	"b2779"	2906643	2907941	ENOLASE-MONOMER	"eno" // "b2779" // "ECK2773"
EG11884	"b1430"	1501562	1502155	EG11884-MONOMER	"tehB" // "b1430" // "ECK1423"
EG12162	"b2090"	2171395	2171733	PD00338	"gatR_2" // "gatR" // "b2090" // "ECK2083"
EG11447	"b2696"	2818961	2819146	EG11447-MONOMER	"csrA" // "zfiA" // "b2696" // "ECK2691"
EG11081	"b0029"	26277	27227	EG11081-MONOMER	"ispH" // "yaaE" // "lytB" // "b0029" // "ECK0030"
G7557	"b3000"	3147266	3147619	G7557-MONOMER	"yghX_2" // "yghY" // "b4658" // "b3000" // "ECK2994"
EG10948	"b1479"	1553972	1555669	MALIC-NAD-MONOMER	"maeA" // "sfcA" // "b1479" // "ECK1473"
EG12656	"b3028"	3172530	3173111	EG12656-MONOMER	"mdaB" // "mda66" // "b3028" // "ECK3019"
