EntryID	PubMedID	Organism	UniprotID	Enzymename	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	ReactionEquation
51120	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Ki	(2S)-2-Amino-4-[(2R,3S)-2,3-dihydroxy-3-N-hydroxycarbamoylpropylmercapto]butyric acid	3.2E-6		3.0E-7	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51120	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	Enzyme	2.0E-7	4.0E-7	-	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51120	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	(2S)-2-Amino-4-[(2R,3S)-2,3-dihydroxy-3-N-hydroxycarbamoylpropylmercapto]butyric acid			-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51120	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Km	S-Ribosyl-L-homocysteine	1.6E-5		-	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51120	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	S-Ribosyl-L-homocysteine			-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51120	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Vmax				-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51121	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Km	S-Ribosyl-L-homocysteine	1.6E-5		-	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51121	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	Enzyme	2.0E-7	4.0E-7	-	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51121	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Ki	(2S)-2-Amino-4-[(2R,3R)-2,3-dihydroxy-3-N-hydroxycarbamoylpropylmercapto]butyric acid	1.2699999999999999E-5		4.0E-7	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51121	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	(2S)-2-Amino-4-[(2R,3R)-2,3-dihydroxy-3-N-hydroxycarbamoylpropylmercapto]butyric acid			-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51121	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	S-Ribosyl-L-homocysteine			-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51121	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Vmax				-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51122	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Km	S-Ribosyl-L-homocysteine	1.6E-5		-	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51122	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Vmax				-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51122	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	Enzyme	2.0E-7	4.0E-7	-	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51122	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	Ki	D-Erythronohydroxamic acid	7.199999999999999E-4		1.1999999999999999E-4	M	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51122	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	S-Ribosyl-L-homocysteine			-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51122	16686542	Escherichia coli	P45578	S-ribosylhomocysteine lyase	4.4.1.21	concentration	D-Erythronohydroxamic acid			-	-	S-Ribosyl-L-homocysteine = Homocysteine + 4,5-Dihydroxy-2,3-pentanedione
51163	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	2-Nitrophenyl-beta-D-galactopyranoside	1.3000000000000002E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51163	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		620.0		-	s^(-1)	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51163	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	2-Nitrophenyl-beta-D-galactopyranoside	4770000.0		-	M^(-1)*s^(-1)	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51164	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	4-Nitrophenyl-beta-D-galactopyranoside	2250000.0		-	M^(-1)*s^(-1)	H2O + p-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + p-Nitrophenol
51164	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		90.0		-	s^(-1)	H2O + p-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + p-Nitrophenol
51164	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	4-Nitrophenyl-beta-D-galactopyranoside	4.1E-5		-	M	H2O + p-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + p-Nitrophenol
51223	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Galactose	0.02		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51224	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	2-Deoxy-D-galactose	0.062		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51225	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Arabinose	0.24		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51226	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Glucose	0.41000000000000003		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51227	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Xylose	0.73		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51228	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Xylose	0.3		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51229	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	IPTG	1.0E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51230	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	PETG	1.0E-6		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51231	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Lactose	0.0012		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51232	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Arabitol	0.053		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51233	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Arabitol	0.19		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51234	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Glycerol	0.1		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51235	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Xylitol	0.24		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51236	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Ribose	1.2E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51237	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Galactal	2.2E-5		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51238	11310566	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Galactonolactone	1.0E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51282	10194342	Escherichia coli	P29208	o-succinylbenzoate synthase	4.2.1.113	kcat		19.0		1.0	s^(-1)	H2O + 2-Succinylbenzoate = 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
51282	10194342	Escherichia coli	P29208	o-succinylbenzoate synthase	4.2.1.113	kcat/Km	2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate	1600000.0		300000.0	M^(-1)*s^(-1)	H2O + 2-Succinylbenzoate = 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate
51283	10194342	Escherichia coli	P29208	Acting on amino acids and derivatives	5.1.1	kcat		0.0	0.002	-	s^(-1)	N-Acetyl-L-methionine = N-Acetyl-D-methionine
51283	10194342	Escherichia coli	P29208	Acting on amino acids and derivatives	5.1.1	kcat/Km	N-Acetyl-L-methionine	0.0	0.05	-	M^(-1)*s^(-1)	N-Acetyl-L-methionine = N-Acetyl-D-methionine
51433	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		620.0		-	s^(-1)	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51433	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	o-Nitrophenyl-beta-D-galactoside	1.4000000000000001E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51433	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	o-Nitrophenyl-beta-D-galactoside	4430000.0		-	M^(-1)*s^(-1)	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51434	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	4-Nitrophenyl-beta-D-galactopyranoside	4.1E-5		-	M	H2O + p-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + p-Nitrophenol
51434	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		90.0		-	s^(-1)	H2O + p-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + p-Nitrophenol
51434	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	4-Nitrophenyl-beta-D-galactopyranoside	2200000.0		-	M^(-1)*s^(-1)	H2O + p-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + p-Nitrophenol
51435	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	2,3-Dinitrophenyl-beta-D-galactopyranoside	1.5E-4		-	M	H2O + 2,3-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 2,3-Dinitrophenol
51435	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	2,3-Dinitrophenyl-beta-D-galactopyranoside	7930000.0		-	M^(-1)*s^(-1)	H2O + 2,3-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 2,3-Dinitrophenol
51435	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		1190.0		-	s^(-1)	H2O + 2,3-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 2,3-Dinitrophenol
51436	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		130.0		-	s^(-1)	H2O + 2,5-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 2,5-Dinitrophenol
51436	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	2,5-Dinitrophenyl-beta-D-galactopyranoside	4.1E-4		-	M	H2O + 2,5-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 2,5-Dinitrophenol
51436	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	2,5-Dinitrophenyl-beta-D-galactopyranoside	315000.0		-	M^(-1)*s^(-1)	H2O + 2,5-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 2,5-Dinitrophenol
51437	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		150.0		-	s^(-1)	H2O + 3,4-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 3,4-Dinitrophenol
51437	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat/Km	3,4-Dinitrophenyl-beta-D-galactopyranoside	915000.0		-	M^(-1)*s^(-1)	H2O + 3,4-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 3,4-Dinitrophenol
51437	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Km	3,4-Dinitrophenyl-beta-D-galactopyranoside	1.6E-4		-	M	H2O + 3,4-Dinitrophenyl-beta-D-galactopyranoside = beta-D-Galactose + 3,4-Dinitrophenol
51513	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Galactose	0.01		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51514	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	2-Deoxy-D-galactose	0.062		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51515	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	2-Amino-D-galactose	0.0011		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51516	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Glucose	0.41000000000000003		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51517	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Fucose	0.37		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51518	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Talose	0.008		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51519	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Threitol	0.007		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51520	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Threitol	0.033		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51521	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Arabitol	0.053		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51522	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Ribitol	0.011		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51523	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	IPTG	8.0E-5		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51524	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	PETG	9.0E-7		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51525	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Lactose	0.00121		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51526	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Lyxose	0.15		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51527	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Xylose	0.3		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51528	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Arabitol	0.19		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51529	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Glycerol	0.1		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51530	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	Xylitol	0.24		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51531	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Sorbose	0.365		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51552	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Ribose	1.2E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51553	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Galactonolactone	1.0E-4		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51554	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Arabonolactone	0.016		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51555	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	D-Xylose	0.73		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51556	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	Ki	L-Arabinose	0.24		-	M	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51558	9665715	Escherichia coli	P00722	beta-galactosidase	3.2.1.23	kcat		39.0		-	s^(-1)	H2O + o-Nitrophenyl-beta-D-galactoside = beta-D-Galactose + o-Nitrophenol
51783	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	kcat		0.33		0.024	s^(-1)	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51783	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	3.333400000000001E-9	6.666800000000002E-9	-	katal*l^(-1)	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51783	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Km	GDP-alpha-D-mannose	6.7E-4		1.5E-4	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51792	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Km	GDP-alpha-D-mannose	3.0E-4		3.0E-5	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51792	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	kcat		0.28		0.009	s^(-1)	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51792	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	3.333400000000001E-9	6.666800000000002E-9	-	katal*l^(-1)	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51793	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Km	GDP-alpha-D-Glucose	8.7E-4		1.9E-4	M	H2O + GDP-alpha-D-Glucose = GDP + beta-D-Glucose
51793	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	3.333400000000001E-9	6.666800000000002E-9	-	katal*l^(-1)	H2O + GDP-alpha-D-Glucose = GDP + beta-D-Glucose
51793	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	kcat		1.19		0.08	s^(-1)	H2O + GDP-alpha-D-Glucose = GDP + beta-D-Glucose
51794	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	kcat		0.0174		0.0037	s^(-1)	H2O + GDP-2-fluoro-alpha-D-mannose = GDP + 2-Fluoro-beta-D-mannose
51794	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	3.333400000000001E-9	6.666800000000002E-9	-	katal*l^(-1)	H2O + GDP-2-fluoro-alpha-D-mannose = GDP + 2-Fluoro-beta-D-mannose
51794	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Km	GDP-2-fluoro-alpha-D-mannose	7.6E-4		2.9E-4	M	H2O + GDP-2-fluoro-alpha-D-mannose = GDP + 2-Fluoro-beta-D-mannose
51795	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	3.333400000000001E-9	6.666800000000002E-9	-	katal*l^(-1)	H2O + GDP-beta-L-fucose = GDP + alpha-L-Fucose
51795	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Km	GDP-beta-L-fucose	4.6E-5		7.0E-6	M	H2O + GDP-beta-L-fucose = GDP + alpha-L-Fucose
51795	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	kcat		0.0048		1.0E-4	s^(-1)	H2O + GDP-beta-L-fucose = GDP + alpha-L-Fucose
51802	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51802	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	1.3000000000000002E-4	0.00128	-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51802	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-beta-L-fucose	0.0	0.26	-	-	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51802	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	GDP-beta-L-fucose	1.9E-5		1.0E-6	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51803	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51803	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	0.001		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51803	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	GDP-2-fluoro-alpha-D-mannose	0.0017		1.0E-4	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51804	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	Deoxymannojirimycin	0.033		0.011	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51804	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	0.001		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51804	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51805	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	0.001		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51805	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51805	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	D-Mannosamine	0.049		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51806	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	0.001		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51806	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	TRIS	0.14		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51806	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51807	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP	7.999999999999999E-5		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51807	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	0.001		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51807	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51807	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	Deoxymannojirimycin	0.013000000000000001		0.005	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51808	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	2.0E-4		-	mg/ml	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51808	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	Ki	D-Mannosamine	0.023		0.011	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51808	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP	7.999999999999999E-5		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51808	15966723	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	GDP-alpha-D-mannose	0.001		-	M	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
51811	12196023	Escherichia coli	P32056	In phosphorous-containing anhydrides	3.6.1	concentration	Enzyme	3.333400000000001E-9	6.666800000000002E-9	-	katal*l^(-1)	H2O + GDP-alpha-D-mannose = GDP + beta-D-Mannose
