"Reactions"	"Enzymes of a reaction"	"Object ID"	"Object ID"	"Reaction-Direction"	"Substrates"	"Left"	"Right"	"Object ID"	"Object ID"
RXN0-1001	GLUCOSE-1-PHOSPHAT-CPLX	"GLUCOSE-1-PHOSPHAT-CPLX"	"RXN0-1001"	PHYSIOL-LEFT-TO-RIGHT	WATER // MI-HEXAKISPHOSPHATE // CPD-534 // Pi	MI-HEXAKISPHOSPHATE // WATER	CPD-534 // Pi	"MI-HEXAKISPHOSPHATE" // "WATER"	"CPD-534" // "Pi"
RXN0-5414	G6530-MONOMER	"G6530-MONOMER"	"RXN0-5414"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD0-1192 // CPD0-1193 // ACET	CPD0-1192 // WATER	CPD0-1193 // ACET	"CPD0-1192" // "WATER"	"CPD0-1193" // "ACET"
TRANS-RXN0-549	CPLX0-7994	"CPLX0-7994"	"TRANS-RXN0-549"	PHYSIOL-LEFT-TO-RIGHT	CPD0-1192	CPD0-1192	CPD0-1192	"CPD0-1192"	"CPD0-1192"
PPGPPSYN-RXN	SPOT-MONOMER	"SPOT-MONOMER"	"PPGPPSYN-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // GUANOSINE-5DP-3DP // PROTON // PPI // GDP	GUANOSINE-5DP-3DP // WATER	PROTON // PPI // GDP	"GUANOSINE-5DP-3DP" // "WATER"	"PROTON" // "PPI" // "GDP"
RXN0-6427	SPOT-MONOMER	"SPOT-MONOMER"	"RXN0-6427"	PHYSIOL-LEFT-TO-RIGHT	WATER // GDP-TP // PROTON // GTP // PPI	GDP-TP // WATER	PROTON // GTP // PPI	"GDP-TP" // "WATER"	"PROTON" // "GTP" // "PPI"
PPPGPPHYDRO-RXN	PPPGPPHYDRO-CPLX	"PPPGPPHYDRO-CPLX"	"PPPGPPHYDRO-RXN"	LEFT-TO-RIGHT	GDP-TP // WATER // PROTON // Pi // GUANOSINE-5DP-3DP	WATER // GDP-TP	PROTON // Pi // GUANOSINE-5DP-3DP	"WATER" // "GDP-TP"	"PROTON" // "Pi" // "GUANOSINE-5DP-3DP"
TRIPHOSPHATASE-RXN	ALKAPHOSPHA-CPLX // EG11603-MONOMER // CPLX0-243	"ALKAPHOSPHA-CPLX" // "EG11603-MONOMER" // "CPLX0-243"	"TRIPHOSPHATASE-RXN"	LEFT-TO-RIGHT	P3I // WATER // Pi // PPI	WATER // P3I	Pi // PPI	"WATER" // "P3I"	"Pi" // "PPI"
RXN0-5435	CPLX0-7725	"CPLX0-7725"	"RXN0-5435"	LEFT-TO-RIGHT	Pre-crRNAs // crRNAs	Pre-crRNAs	crRNAs	"Pre-crRNAs"	"crRNAs"
DIMETHUROPORDEHYDROG-RXN	SIROHEMESYN-CPLX	"SIROHEMESYN-CPLX"	"DIMETHUROPORDEHYDROG-RXN"	LEFT-TO-RIGHT	NAD // DIHYDROSIROHYDROCHLORIN // PROTON // SIROHYDROCHLORIN // NADH	DIHYDROSIROHYDROCHLORIN // NAD	PROTON // SIROHYDROCHLORIN // NADH	"DIHYDROSIROHYDROCHLORIN" // "NAD"	"PROTON" // "SIROHYDROCHLORIN" // "NADH"
PREPHENATEDEHYDRAT-RXN	CHORISMUTPREPHENDEHYDRAT-CPLX	"CHORISMUTPREPHENDEHYDRAT-CPLX"	"PREPHENATEDEHYDRAT-RXN"	LEFT-TO-RIGHT	PREPHENATE // PROTON // PHENYL-PYRUVATE // WATER // CARBON-DIOXIDE	PROTON // PREPHENATE	PHENYL-PYRUVATE // WATER // CARBON-DIOXIDE	"PROTON" // "PREPHENATE"	"PHENYL-PYRUVATE" // "WATER" // "CARBON-DIOXIDE"
PREPHENATEDEHYDROG-RXN	CHORISMUTPREPHENDEHYDROG-CPLX	"CHORISMUTPREPHENDEHYDROG-CPLX"	"PREPHENATEDEHYDROG-RXN"	LEFT-TO-RIGHT	NAD // PREPHENATE // P-HYDROXY-PHENYLPYRUVATE // CARBON-DIOXIDE // NADH	PREPHENATE // NAD	P-HYDROXY-PHENYLPYRUVATE // CARBON-DIOXIDE // NADH	"PREPHENATE" // "NAD"	"P-HYDROXY-PHENYLPYRUVATE" // "CARBON-DIOXIDE" // "NADH"
RXN0-7066	CPLX0-8010	"CPLX0-8010"	"RXN0-7066"	LEFT-TO-RIGHT	S-ADENOSYLMETHIONINE // PREPHENATE // PHENYL-PYRUVATE // CPD-15403 // WATER	PREPHENATE // S-ADENOSYLMETHIONINE	PHENYL-PYRUVATE // CPD-15403 // WATER	"PREPHENATE" // "S-ADENOSYLMETHIONINE"	"PHENYL-PYRUVATE" // "CPD-15403" // "WATER"
RXN0-4022	CPLX0-3501	"CPLX0-3501"	"RXN0-4022"	RIGHT-TO-LEFT	NADP // 7-AMINOMETHYL-7-DEAZAGUANINE // 7-CYANO-7-DEAZAGUANINE // NADPH // PROTON	7-AMINOMETHYL-7-DEAZAGUANINE // NADP	7-CYANO-7-DEAZAGUANINE // NADPH // PROTON	"7-AMINOMETHYL-7-DEAZAGUANINE" // "NADP"	"7-CYANO-7-DEAZAGUANINE" // "NADPH" // "PROTON"
RXN-14396	""	""	"RXN-14396"	LEFT-TO-RIGHT	HYDROXYMETHYLBILANE // CPD-11444 // WATER	HYDROXYMETHYLBILANE	CPD-11444 // WATER	"HYDROXYMETHYLBILANE"	"CPD-11444" // "WATER"
UROGENIIISYN-RXN	UROGENIIISYN-MONOMER	"UROGENIIISYN-MONOMER"	"UROGENIIISYN-RXN"	LEFT-TO-RIGHT	HYDROXYMETHYLBILANE // WATER // UROPORPHYRINOGEN-III	HYDROXYMETHYLBILANE	WATER // UROPORPHYRINOGEN-III	"HYDROXYMETHYLBILANE"	"WATER" // "UROPORPHYRINOGEN-III"
PROPIONATE--COA-LIGASE-RXN	G6200-MONOMER // ACS-MONOMER	"G6200-MONOMER" // "ACS-MONOMER"	"PROPIONATE--COA-LIGASE-RXN"	PHYSIOL-LEFT-TO-RIGHT	ATP // PROPIONATE // CO-A // PROPIONYL-COA // PPI // AMP	CO-A // PROPIONATE // ATP	PROPIONYL-COA // PPI // AMP	"CO-A" // "PROPIONATE" // "ATP"	"PROPIONYL-COA" // "PPI" // "AMP"
TRANS-RXN0-505	PUTP-MONOMER	"PUTP-MONOMER"	"TRANS-RXN0-505"	LEFT-TO-RIGHT	PROPIONATE	PROPIONATE	PROPIONATE	"PROPIONATE"	"PROPIONATE"
HYDGLUTSYN-RXN	HYDGLUTSYN-MONOMER	"HYDGLUTSYN-MONOMER"	"HYDGLUTSYN-RXN"	PHYSIOL-LEFT-TO-RIGHT	GLYOX // WATER // PROPIONYL-COA // 2-HYDROXYGLUTARIC_ACID // PROTON // CO-A	PROPIONYL-COA // WATER // GLYOX	2-HYDROXYGLUTARIC_ACID // PROTON // CO-A	"PROPIONYL-COA" // "WATER" // "GLYOX"	"2-HYDROXYGLUTARIC_ACID" // "PROTON" // "CO-A"
PTAALT-RXN	PHOSACETYLTRANS-CPLX	"PHOSACETYLTRANS-CPLX"	"PTAALT-RXN"	LEFT-TO-RIGHT	Pi // PROPIONYL-COA // PROPIONYL-P // CO-A	PROPIONYL-COA // Pi	PROPIONYL-P // CO-A	"PROPIONYL-COA" // "Pi"	"PROPIONYL-P" // "CO-A"
RXN0-268	G7517-MONOMER	"G7517-MONOMER"	"RXN0-268"	REVERSIBLE	SUC // PROPIONYL-COA // PROPIONATE // SUC-COA	PROPIONYL-COA // SUC	PROPIONATE // SUC-COA	"PROPIONYL-COA" // "SUC"	"PROPIONATE" // "SUC-COA"
RXN0-6531	CPLX0-7889	"CPLX0-7889"	"RXN0-6531"		ATP // CPD0-1032 // EG12099-MONOMER // MONOMER0-4200 // AMP // PPI	EG12099-MONOMER // CPD0-1032 // ATP	MONOMER0-4200 // AMP // PPI	"EG12099-MONOMER" // "CPD0-1032" // "ATP"	"MONOMER0-4200" // "AMP" // "PPI"
RXN-16330	CPLX0-7811	"CPLX0-7811"	"RXN-16330"	LEFT-TO-RIGHT	E- // PROTON // PROTOPORPHYRIN_IX // PROTOPORPHYRINOGEN	PROTOPORPHYRIN_IX // PROTON // E-	PROTOPORPHYRINOGEN	"PROTOPORPHYRIN_IX" // "PROTON" // "E-"	"PROTOPORPHYRINOGEN"
RXN0-6259	CPLX0-7811	"CPLX0-7811"	"RXN0-6259"	PHYSIOL-RIGHT-TO-LEFT	PROTOPORPHYRIN_IX // Menaquinols // Menaquinones // PROTOPORPHYRINOGEN	Menaquinols // PROTOPORPHYRIN_IX	Menaquinones // PROTOPORPHYRINOGEN	"Menaquinols" // "PROTOPORPHYRIN_IX"	"Menaquinones" // "PROTOPORPHYRINOGEN"
PROTOPORGENOXI-RXN	CPLX0-7811	"CPLX0-7811"	"PROTOPORGENOXI-RXN"	PHYSIOL-LEFT-TO-RIGHT	OXYGEN-MOLECULE // PROTOPORPHYRINOGEN // PROTOPORPHYRIN_IX // HYDROGEN-PEROXIDE	PROTOPORPHYRINOGEN // OXYGEN-MOLECULE	PROTOPORPHYRIN_IX // HYDROGEN-PEROXIDE	"PROTOPORPHYRINOGEN" // "OXYGEN-MOLECULE"	"PROTOPORPHYRIN_IX" // "HYDROGEN-PEROXIDE"
RXN0-4741	""	""	"RXN0-4741"	REVERSIBLE	CPD-622 // G6195-MONOMER // MONOMER0-2421	G6195-MONOMER // CPD-622	MONOMER0-2421	"G6195-MONOMER" // "CPD-622"	"MONOMER0-2421"
PSEUDOURIDINE-KINASE-RXN	EG11646-MONOMER	"EG11646-MONOMER"	"PSEUDOURIDINE-KINASE-RXN"	LEFT-TO-RIGHT	ATP // CPD-497 // PROTON // PSEUDOURIDINE-5-P // ADP	CPD-497 // ATP	PROTON // PSEUDOURIDINE-5-P // ADP	"CPD-497" // "ATP"	"PROTON" // "PSEUDOURIDINE-5-P" // "ADP"
TRANS-RXN0-538	YEIM-MONOMER	"YEIM-MONOMER"	"TRANS-RXN0-538"	PHYSIOL-LEFT-TO-RIGHT	CPD-497	CPD-497	CPD-497	"CPD-497"	"CPD-497"
TRANS-RXN0-618	CPLX-158	"CPLX-158"	"TRANS-RXN0-618"	PHYSIOL-LEFT-TO-RIGHT	D-Fructopyranose // PTSI-PHOSPHORYLATED // PTSI-MONOMER // D-fructopyranose-1-phosphate	PTSI-PHOSPHORYLATED // D-Fructopyranose	PTSI-MONOMER // D-fructopyranose-1-phosphate	"PTSI-PHOSPHORYLATED" // "D-Fructopyranose"	"PTSI-MONOMER" // "D-fructopyranose-1-phosphate"
RXN0-6718	""	""	"RXN0-6718"	LEFT-TO-RIGHT	PTSH-MONOMER // PTSI-PHOSPHORYLATED // PTSH-PHOSPHORYLATED // PTSI-MONOMER	PTSI-PHOSPHORYLATED // PTSH-MONOMER	PTSH-PHOSPHORYLATED // PTSI-MONOMER	"PTSI-PHOSPHORYLATED" // "PTSH-MONOMER"	"PTSH-PHOSPHORYLATED" // "PTSI-MONOMER"
RXN0-7048	""	""	"RXN0-7048"		EG12147-MONOMER // MONOMER0-4291 // MONOMER0-4292 // EG12188-MONOMER	MONOMER0-4291 // EG12147-MONOMER	MONOMER0-4292 // EG12188-MONOMER	"MONOMER0-4291" // "EG12147-MONOMER"	"MONOMER0-4292" // "EG12188-MONOMER"
RXN0-284	""	""	"RXN0-284"	REVERSIBLE	HYPOXANTHINE // PC00033 // CPLX-123	PC00033 // HYPOXANTHINE	CPLX-123	"PC00033" // "HYPOXANTHINE"	"CPLX-123"
PUTTRANSAM-RXN	CPLX0-8159	"CPLX0-8159"	"PUTTRANSAM-RXN"	LEFT-TO-RIGHT	2-KETOGLUTARATE // PUTRESCINE // 4-AMINO-BUTYRALDEHYDE // GLT	PUTRESCINE // 2-KETOGLUTARATE	4-AMINO-BUTYRALDEHYDE // GLT	"PUTRESCINE" // "2-KETOGLUTARATE"	"4-AMINO-BUTYRALDEHYDE" // "GLT"
2.6.1.82-RXN	CPLX0-8159	"CPLX0-8159"	"2.6.1.82-RXN"	REVERSIBLE	2-KETOGLUTARATE // PUTRESCINE // GLT // CPD-6124 // WATER	PUTRESCINE // 2-KETOGLUTARATE	GLT // CPD-6124 // WATER	"PUTRESCINE" // "2-KETOGLUTARATE"	"GLT" // "CPD-6124" // "WATER"
RXN0-3901	CPLX0-7709	"CPLX0-7709"	"RXN0-3901"	PHYSIOL-LEFT-TO-RIGHT	ATP // GLT // PUTRESCINE // PROTON // GAMMA-GLUTAMYL-PUTRESCINE // ADP // Pi	PUTRESCINE // GLT // ATP	PROTON // GAMMA-GLUTAMYL-PUTRESCINE // ADP // Pi	"PUTRESCINE" // "GLT" // "ATP"	"PROTON" // "GAMMA-GLUTAMYL-PUTRESCINE" // "ADP" // "Pi"
SPERMIDINESYN-RXN	SPERMIDINESYN-CPLX	"SPERMIDINESYN-CPLX"	"SPERMIDINESYN-RXN"	LEFT-TO-RIGHT	S-ADENOSYLMETHIONINAMINE // PUTRESCINE // PROTON // SPERMIDINE // 5-METHYLTHIOADENOSINE	PUTRESCINE // S-ADENOSYLMETHIONINAMINE	PROTON // SPERMIDINE // 5-METHYLTHIOADENOSINE	"PUTRESCINE" // "S-ADENOSYLMETHIONINAMINE"	"PROTON" // "SPERMIDINE" // "5-METHYLTHIOADENOSINE"
TRANS-RXN-328	ABC-29-CPLX	"ABC-29-CPLX"	"TRANS-RXN-328"	PHYSIOL-LEFT-TO-RIGHT	WATER // ATP // PUTRESCINE // ADP // Pi // PROTON	PUTRESCINE // ATP // WATER	PUTRESCINE // ADP // Pi // PROTON	"PUTRESCINE" // "ATP" // "WATER"	"PUTRESCINE" // "ADP" // "Pi" // "PROTON"
TRANS-RXN0-211	POTE-MONOMER	"POTE-MONOMER"	"TRANS-RXN0-211"	LEFT-TO-RIGHT	PUTRESCINE // L-ORNITHINE	PUTRESCINE // L-ORNITHINE	PUTRESCINE // L-ORNITHINE	"PUTRESCINE" // "L-ORNITHINE"	"PUTRESCINE" // "L-ORNITHINE"
TRANS-RXN-69	YEEF-MONOMER // POTE-MONOMER // B1296-MONOMER	"YEEF-MONOMER" // "POTE-MONOMER" // "B1296-MONOMER"	"TRANS-RXN-69"	LEFT-TO-RIGHT	PROTON // PUTRESCINE	PROTON // PUTRESCINE	PROTON // PUTRESCINE	"PROTON" // "PUTRESCINE"	"PROTON" // "PUTRESCINE"
PYRAZIN-RXN	NICOTINAMID-MONOMER	"NICOTINAMID-MONOMER"	"PYRAZIN-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // PYRAZINAMIDE // AMMONIUM // PYRAZINOIC-ACID	PYRAZINAMIDE // WATER	AMMONIUM // PYRAZINOIC-ACID	"PYRAZINAMIDE" // "WATER"	"AMMONIUM" // "PYRAZINOIC-ACID"
3.1.3.74-RXN	ALKAPHOSPHA-CPLX // G6246-MONOMER // EG11470-MONOMER // EG11239-MONOMER	"ALKAPHOSPHA-CPLX" // "G6246-MONOMER" // "EG11470-MONOMER" // "EG11239-MONOMER"	"3.1.3.74-RXN"	LEFT-TO-RIGHT	WATER // PYRIDOXAL_PHOSPHATE // PYRIDOXAL // Pi	PYRIDOXAL_PHOSPHATE // WATER	PYRIDOXAL // Pi	"PYRIDOXAL_PHOSPHATE" // "WATER"	"PYRIDOXAL" // "Pi"
TRANS-RXN0-214	MONOMER0-2799	"MONOMER0-2799"	"TRANS-RXN0-214"	LEFT-TO-RIGHT	PYRIDOXAL	PYRIDOXAL	PYRIDOXAL	"PYRIDOXAL"	"PYRIDOXAL"
PYROXALTRANSAM-RXN	PYROXALTRANSAM-MONOMER	"PYROXALTRANSAM-MONOMER"	"PYROXALTRANSAM-RXN"	REVERSIBLE	OXALACETIC_ACID // PYRIDOXAMINE // PYRIDOXAL // L-ASPARTATE	PYRIDOXAMINE // OXALACETIC_ACID	PYRIDOXAL // L-ASPARTATE	"PYRIDOXAMINE" // "OXALACETIC_ACID"	"PYRIDOXAL" // "L-ASPARTATE"
RXN0-7074	PYRDAMPTRANS-MONOMER	"PYRDAMPTRANS-MONOMER"	"RXN0-7074"	REVERSIBLE	Deaminated-Amine-Donors // PYRIDOXAMINE-5P // PYRIDOXAL_PHOSPHATE // Aminated-Amine-Donors	PYRIDOXAMINE-5P // Deaminated-Amine-Donors	PYRIDOXAL_PHOSPHATE // Aminated-Amine-Donors	"PYRIDOXAMINE-5P" // "Deaminated-Amine-Donors"	"PYRIDOXAL_PHOSPHATE" // "Aminated-Amine-Donors"
PMPOXI-RXN	PDXH-CPLX	"PDXH-CPLX"	"PMPOXI-RXN"	PHYSIOL-LEFT-TO-RIGHT	PYRIDOXAMINE-5P // WATER // OXYGEN-MOLECULE // AMMONIUM // HYDROGEN-PEROXIDE // PYRIDOXAL_PHOSPHATE	OXYGEN-MOLECULE // WATER // PYRIDOXAMINE-5P	AMMONIUM // HYDROGEN-PEROXIDE // PYRIDOXAL_PHOSPHATE	"OXYGEN-MOLECULE" // "WATER" // "PYRIDOXAMINE-5P"	"AMMONIUM" // "HYDROGEN-PEROXIDE" // "PYRIDOXAL_PHOSPHATE"
TRANS-RXN0-213	MONOMER0-2798	"MONOMER0-2798"	"TRANS-RXN0-213"	LEFT-TO-RIGHT	PYRIDOXAMINE	PYRIDOXAMINE	PYRIDOXAMINE	"PYRIDOXAMINE"	"PYRIDOXAMINE"
PYRIDOXINE-4-DEHYDROGENASE-RXN	EG11309-MONOMER	"EG11309-MONOMER"	"PYRIDOXINE-4-DEHYDROGENASE-RXN"	REVERSIBLE	PYRIDOXINE // NADP // PROTON // NADPH // PYRIDOXAL	NADP // PYRIDOXINE	PROTON // NADPH // PYRIDOXAL	"NADP" // "PYRIDOXINE"	"PROTON" // "NADPH" // "PYRIDOXAL"
PNPOXI-RXN	PDXH-CPLX	"PDXH-CPLX"	"PNPOXI-RXN"	PHYSIOL-LEFT-TO-RIGHT	PYRIDOXINE-5P // OXYGEN-MOLECULE // HYDROGEN-PEROXIDE // PYRIDOXAL_PHOSPHATE	OXYGEN-MOLECULE // PYRIDOXINE-5P	HYDROGEN-PEROXIDE // PYRIDOXAL_PHOSPHATE	"OXYGEN-MOLECULE" // "PYRIDOXINE-5P"	"HYDROGEN-PEROXIDE" // "PYRIDOXAL_PHOSPHATE"
RXN-14181	ALKAPHOSPHA-CPLX	"ALKAPHOSPHA-CPLX"	"RXN-14181"	LEFT-TO-RIGHT	WATER // PYRIDOXINE-5P // PYRIDOXINE // Pi	PYRIDOXINE-5P // WATER	PYRIDOXINE // Pi	"PYRIDOXINE-5P" // "WATER"	"PYRIDOXINE" // "Pi"
TRANS-RXN0-205	MONOMER0-2797	"MONOMER0-2797"	"TRANS-RXN0-205"	LEFT-TO-RIGHT	PYRIDOXINE	PYRIDOXINE	PYRIDOXINE	"PYRIDOXINE"	"PYRIDOXINE"
PYRUFLAVREDUCT-RXN	PYRUFLAVREDUCT-MONOMER	"PYRUFLAVREDUCT-MONOMER"	"PYRUFLAVREDUCT-RXN"	REVERSIBLE	Oxidized-ferredoxins // CO-A // PYRUVATE // ACETYL-COA // CARBON-DIOXIDE // Reduced-ferredoxins // PROTON	PYRUVATE // CO-A // Oxidized-ferredoxins	ACETYL-COA // CARBON-DIOXIDE // Reduced-ferredoxins // PROTON	"PYRUVATE" // "CO-A" // "Oxidized-ferredoxins"	"ACETYL-COA" // "CARBON-DIOXIDE" // "Reduced-ferredoxins" // "PROTON"
ACETOOHBUTSYN-RXN	ACETOLACTSYNII-CPLX // ACETOLACTSYNI-CPLX // ACETOLACTSYNIII-CPLX	"ACETOLACTSYNII-CPLX" // "ACETOLACTSYNI-CPLX" // "ACETOLACTSYNIII-CPLX"	"ACETOOHBUTSYN-RXN"	LEFT-TO-RIGHT	2-OXOBUTANOATE // PYRUVATE // PROTON // 2-ACETO-2-HYDROXY-BUTYRATE // CARBON-DIOXIDE	PROTON // PYRUVATE // 2-OXOBUTANOATE	2-ACETO-2-HYDROXY-BUTYRATE // CARBON-DIOXIDE	"PROTON" // "PYRUVATE" // "2-OXOBUTANOATE"	"2-ACETO-2-HYDROXY-BUTYRATE" // "CARBON-DIOXIDE"
RXN-11496	PYRUVOXID-CPLX	"PYRUVOXID-CPLX"	"RXN-11496"	LEFT-TO-RIGHT	Ubiquinones // WATER // PYRUVATE // CARBON-DIOXIDE // Ubiquinols // ACET	PYRUVATE // WATER // Ubiquinones	CARBON-DIOXIDE // Ubiquinols // ACET	"PYRUVATE" // "WATER" // "Ubiquinones"	"CARBON-DIOXIDE" // "Ubiquinols" // "ACET"
RXN0-1134	E1P-CPLX // PYRUVATEDEH-CPLX	"E1P-CPLX" // "PYRUVATEDEH-CPLX"	"RXN0-1134"	PHYSIOL-LEFT-TO-RIGHT	PROTON // Pyruvate-dehydrogenase-lipoate // PYRUVATE // Pyruvate-dehydrogenase-acetylDHlipoyl // CARBON-DIOXIDE	PYRUVATE // Pyruvate-dehydrogenase-lipoate // PROTON	Pyruvate-dehydrogenase-acetylDHlipoyl // CARBON-DIOXIDE	"PYRUVATE" // "Pyruvate-dehydrogenase-lipoate" // "PROTON"	"Pyruvate-dehydrogenase-acetylDHlipoyl" // "CARBON-DIOXIDE"
RXN0-2022	PYRUVOXID-CPLX	"PYRUVOXID-CPLX"	"RXN0-2022"	LEFT-TO-RIGHT	ACETALD // PYRUVATE // PROTON // ACETOIN // CARBON-DIOXIDE	PROTON // PYRUVATE // ACETALD	ACETOIN // CARBON-DIOXIDE	"PROTON" // "PYRUVATE" // "ACETALD"	"ACETOIN" // "CARBON-DIOXIDE"
PYFLAVOXRE-RXN	G6701-MONOMER	"G6701-MONOMER"	"PYFLAVOXRE-RXN"	REVERSIBLE	PROTON // Oxidized-flavodoxins // CO-A // PYRUVATE // ACETYL-COA // CARBON-DIOXIDE // Reduced-flavodoxins	PYRUVATE // CO-A // Oxidized-flavodoxins // PROTON	ACETYL-COA // CARBON-DIOXIDE // Reduced-flavodoxins	"PYRUVATE" // "CO-A" // "Oxidized-flavodoxins" // "PROTON"	"ACETYL-COA" // "CARBON-DIOXIDE" // "Reduced-flavodoxins"
PEPSYNTH-RXN	PEPSYNTH-CPLX	"PEPSYNTH-CPLX"	"PEPSYNTH-RXN"	LEFT-TO-RIGHT	ATP // PYRUVATE // WATER // PROTON // Pi // PHOSPHO-ENOL-PYRUVATE // AMP	WATER // PYRUVATE // ATP	PROTON // Pi // PHOSPHO-ENOL-PYRUVATE // AMP	"WATER" // "PYRUVATE" // "ATP"	"PROTON" // "Pi" // "PHOSPHO-ENOL-PYRUVATE" // "AMP"
PYRUVFORMLY-RXN	PYRUVFORMLY-CPLX // KETOBUTFORMLY-MONOMER	"PYRUVFORMLY-CPLX" // "KETOBUTFORMLY-MONOMER"	"PYRUVFORMLY-RXN"	RIGHT-TO-LEFT	ACETYL-COA // FORMATE // PYRUVATE // CO-A	FORMATE // ACETYL-COA	PYRUVATE // CO-A	"FORMATE" // "ACETYL-COA"	"PYRUVATE" // "CO-A"
PYRUVDEH-RXN	PYRUVATEDEH-CPLX	"PYRUVATEDEH-CPLX"	"PYRUVDEH-RXN"	PHYSIOL-LEFT-TO-RIGHT	NAD // CO-A // PYRUVATE // ACETYL-COA // CARBON-DIOXIDE // NADH	PYRUVATE // CO-A // NAD	ACETYL-COA // CARBON-DIOXIDE // NADH	"PYRUVATE" // "CO-A" // "NAD"	"ACETYL-COA" // "CARBON-DIOXIDE" // "NADH"
DXS-RXN	CPLX0-743	"CPLX0-743"	"DXS-RXN"	LEFT-TO-RIGHT	PROTON // GAP // PYRUVATE // CARBON-DIOXIDE // DEOXYXYLULOSE-5P	PYRUVATE // GAP // PROTON	CARBON-DIOXIDE // DEOXYXYLULOSE-5P	"PYRUVATE" // "GAP" // "PROTON"	"CARBON-DIOXIDE" // "DEOXYXYLULOSE-5P"
RXN-3482	""	""	"RXN-3482"	LEFT-TO-RIGHT	HYDROXYLAMINE // PYRUVATE // CPD-3344 // WATER	PYRUVATE // HYDROXYLAMINE	CPD-3344 // WATER	"PYRUVATE" // "HYDROXYLAMINE"	"CPD-3344" // "WATER"
DIHYDRODIPICSYN-RXN	DIHYDRODIPICSYN-CPLX	"DIHYDRODIPICSYN-CPLX"	"DIHYDRODIPICSYN-RXN"	LEFT-TO-RIGHT	L-ASPARTATE-SEMIALDEHYDE // PYRUVATE // CPD-14443 // WATER // PROTON	PYRUVATE // L-ASPARTATE-SEMIALDEHYDE	CPD-14443 // WATER // PROTON	"PYRUVATE" // "L-ASPARTATE-SEMIALDEHYDE"	"CPD-14443" // "WATER" // "PROTON"
VALINE-PYRUVATE-AMINOTRANSFER-RXN	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER	"VALINE-PYRUVATE-AMINOTRANSFER-MONOMER"	"VALINE-PYRUVATE-AMINOTRANSFER-RXN"	REVERSIBLE	VAL // PYRUVATE // L-ALPHA-ALANINE // 2-KETO-ISOVALERATE	PYRUVATE // VAL	L-ALPHA-ALANINE // 2-KETO-ISOVALERATE	"PYRUVATE" // "VAL"	"L-ALPHA-ALANINE" // "2-KETO-ISOVALERATE"
PYRUVATEDECARB-RXN	""	""	"PYRUVATEDECARB-RXN"	PHYSIOL-LEFT-TO-RIGHT	LIPOAMIDE // PYRUVATE // PROTON // S-ACETYLDIHYDROLIPOAMIDE // CARBON-DIOXIDE	PROTON // PYRUVATE // LIPOAMIDE	S-ACETYLDIHYDROLIPOAMIDE // CARBON-DIOXIDE	"PROTON" // "PYRUVATE" // "LIPOAMIDE"	"S-ACETYLDIHYDROLIPOAMIDE" // "CARBON-DIOXIDE"
DLACTDEHYDROGNAD-RXN	CPLX0-8158	"CPLX0-8158"	"DLACTDEHYDROGNAD-RXN"	PHYSIOL-RIGHT-TO-LEFT	D-LACTATE // NAD // PROTON // NADH // PYRUVATE	NAD // D-LACTATE	PROTON // NADH // PYRUVATE	"NAD" // "D-LACTATE"	"PROTON" // "NADH" // "PYRUVATE"
RXN-12583	E1P-CPLX	"E1P-CPLX"	"RXN-12583"	PHYSIOL-LEFT-TO-RIGHT	THIAMINE-PYROPHOSPHATE // PYRUVATE // PROTON // 2-ALPHA-HYDROXYETHYL-THPP // CARBON-DIOXIDE	PROTON // PYRUVATE // THIAMINE-PYROPHOSPHATE	2-ALPHA-HYDROXYETHYL-THPP // CARBON-DIOXIDE	"PROTON" // "PYRUVATE" // "THIAMINE-PYROPHOSPHATE"	"2-ALPHA-HYDROXYETHYL-THPP" // "CARBON-DIOXIDE"
RXN0-1130	EG11591-MONOMER	"EG11591-MONOMER"	"RXN0-1130"		LIPOYL-ACP // E2P-MONOMER // ACEF-LIPOATE // ACP	E2P-MONOMER // LIPOYL-ACP	ACEF-LIPOATE // ACP	"E2P-MONOMER" // "LIPOYL-ACP"	"ACEF-LIPOATE" // "ACP"
1.97.1.4-A-RXN	PFLACTENZ-MONOMER	"PFLACTENZ-MONOMER"	"1.97.1.4-A-RXN"	LEFT-TO-RIGHT	S-ADENOSYLMETHIONINE // Reduced-flavodoxins // PYRUVFORMLY-INACTIVE-CPLX // CH33ADO // MET // PYRUVFORMLY-CPLX // Oxidized-flavodoxins	PYRUVFORMLY-INACTIVE-CPLX // Reduced-flavodoxins // S-ADENOSYLMETHIONINE	CH33ADO // MET // PYRUVFORMLY-CPLX // Oxidized-flavodoxins	"PYRUVFORMLY-INACTIVE-CPLX" // "Reduced-flavodoxins" // "S-ADENOSYLMETHIONINE"	"CH33ADO" // "MET" // "PYRUVFORMLY-CPLX" // "Oxidized-flavodoxins"
PFLDEACTIV-RXN	ADHE-CPLX	"ADHE-CPLX"	"PFLDEACTIV-RXN"		PYRUVFORMLY-CPLX // PYRUVFORMLY-INACTIVE-CPLX	PYRUVFORMLY-CPLX	PYRUVFORMLY-INACTIVE-CPLX	"PYRUVFORMLY-CPLX"	"PYRUVFORMLY-INACTIVE-CPLX"
